cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,salud_x_escolaridad_c_atencion_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_no_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_formal_x_basico,salud_x_escolaridad_c_atencion_no_formal_x_basico,salud_x_escolaridad_c_atencion_formal_x_avanzado,salud_x_escolaridad_c_atencion_no_formal_x_avanzado,salud_dado_escolaridad_p_atencion_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_no_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_formal_dado_basico,salud_dado_escolaridad_p_atencion_no_formal_dado_basico,salud_dado_escolaridad_p_atencion_formal_dado_avanzado,salud_dado_escolaridad_p_atencion_no_formal_dado_avanzado,poblacion_total
0,1,H,0,0,59903,0,0,1,0,0,0,59903,0,0,0,1,8909,1811,49183,0.15,0.03,0.82,0,0,59903,0,0,1,59903,0,0,0,1,0,0,0,45848,2360,11695,0.77,0.04,0.2,0,0,59903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59903
0,1,M,0,0,56630,0,0,1,0,0,0,56630,0,0,0,1,8115,1718,46797,0.14,0.03,0.83,0,0,56630,0,0,1,56630,0,0,0,1,0,0,0,43108,2192,11330,0.76,0.04,0.2,0,0,56630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56630
0,2,H,0,0,67939,0,0,1,1352,65176,0,1411,0.02,0.96,0,0.02,6558,1710,59671,0.1,0.03,0.88,0,0,67939,0,0,1,67939,0,0,0,1,0,0,0,65056,2441,442,0.96,0.04,0.01,59049,7661,1229,0.87,0.11,0.02,0,0,0,0,0,0,0,0,1352,65176,0,0,0,0,0,0,0,0,0,0,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67939
0,2,M,0,0,65398,0,0,1,1120,62917,0,1361,0.02,0.96,0,0.02,6390,1635,57373,0.1,0.03,0.88,0,0,65398,0,0,1,65398,0,0,0,1,0,0,0,62687,2275,436,0.96,0.03,0.01,56806,7433,1159,0.87,0.11,0.02,0,0,0,0,0,0,0,0,1120,62917,0,0,0,0,0,0,0,0,0,0,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65398
0,3,H,1518,74336,1676,0.02,0.96,0.02,500,76663,0,367,0.01,0.99,0,0,5738,1720,70072,0.07,0.02,0.9,586,75978,966,0.01,0.98,0.01,77530,0,0,0,1,0,0,0,74472,2066,992,0.96,0.03,0.01,69585,6909,1036,0.9,0.09,0.01,66,517,1450,73793,0.11,0.88,0.02,0.97,500,76663,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0,0,0,0,0,0,0,0,0,0,40,433,1476,73849,0,0,0.08,0.87,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77530
0,3,M,296,71969,1572,0,0.97,0.02,317,73241,0,279,0,0.99,0,0,5836,1640,66361,0.08,0.02,0.9,755,72200,882,0.01,0.98,0.01,73585,198,32,22,1,0,0,0,70735,2159,943,0.96,0.03,0.01,66096,6784,957,0.9,0.09,0.01,27,723,269,71219,0.04,0.96,0,0.99,310,72997,0,5,193,0,2,29,0,0,22,0,0,0.99,0,0.03,0.97,0,0.06,0.91,0,0,1,0,8,292,286,71647,0,0,0.03,0.92,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73837
0,4,H,18391,61379,1969,0.22,0.75,0.02,818,76228,3542,1151,0.01,0.93,0.04,0.01,5501,1602,74636,0.07,0.02,0.91,3157,76780,1802,0.04,0.94,0.02,81739,0,0,0,1,0,0,0,77306,2649,1784,0.95,0.03,0.02,73894,6034,1811,0.9,0.07,0.02,1898,1243,16486,60112,0.6,0.39,0.21,0.78,818,76228,3542,0,0,0,0,0,0,0,0,0,0.01,0.93,0.04,0,0,0,0,0,0,0,0,0,196,593,17802,57509,355,3181,0.24,0.72,0.23,0.75,0.1,0.9,233,59,233,59,233,59,0.28,0.07,0,0,0.07,0.02,81739
0,4,M,5146,69232,1174,0.07,0.92,0.02,473,69135,5483,461,0.01,0.92,0.07,0.01,7235,1542,66775,0.1,0.02,0.88,10907,63563,1082,0.14,0.84,0.01,64924,9635,892,101,0.86,0.13,0.01,0,71586,2933,1033,0.95,0.04,0.01,67815,6689,1048,0.9,0.09,0.01,885,10006,4259,59204,0.08,0.92,0.07,0.93,424,58885,5162,38,9292,300,6,868,16,5,90,5,0.01,0.91,0.08,0,0.96,0.03,0.01,0.97,0.02,0.05,0.89,0.05,29,419,4689,63704,421,5059,0.06,0.89,0.07,0.92,0.08,0.92,546,115,546,115,546,115,1.15,0.24,0.01,0,0.1,0.02,75552
0,5,H,38398,29873,1867,0.55,0.43,0.03,1093,57596,10134,1315,0.02,0.82,0.14,0.02,4669,1384,64085,0.07,0.02,0.91,16662,52266,1210,0.24,0.75,0.02,70138,0,0,0,1,0,0,0,64269,4231,1638,0.92,0.06,0.02,61484,6983,1671,0.88,0.1,0.02,12306,4127,26086,25733,0.74,0.25,0.5,0.49,1093,57596,10134,0,0,0,0,0,0,0,0,0,0.02,0.82,0.14,0,0,0,0,0,0,0,0,0,392,660,34787,22139,3122,6960,0.36,0.6,0.6,0.38,0.31,0.69,704,194,704,194,704,194,0.64,0.18,0.01,0,0.07,0.02,70138
0,5,M,14957,50460,668,0.23,0.76,0.01,638,50267,14590,590,0.01,0.76,0.22,0.01,6303,1315,58467,0.1,0.02,0.88,27708,37805,572,0.42,0.57,0.01,31902,24032,8336,1815,0.48,0.36,0.13,0.03,61008,4556,521,0.92,0.07,0.01,56803,8735,547,0.86,0.13,0.01,4443,23242,10511,27197,0.16,0.84,0.28,0.72,458,20129,10772,95,20579,3323,53,7824,452,32,1735,43,0.01,0.63,0.34,0,0.86,0.14,0.01,0.94,0.05,0.02,0.96,0.02,70,546,10960,39180,3896,10669,0.11,0.86,0.22,0.78,0.27,0.73,1422,259,1422,259,1422,259,2.23,0.41,0.03,0.01,0.1,0.02,66085
0,6,H,40907,18495,1687,0.67,0.3,0.03,1373,50041,8884,791,0.02,0.82,0.15,0.01,4425,1353,55311,0.07,0.02,0.91,28507,31890,692,0.47,0.52,0.01,61089,0,0,0,1,0,0,0,56344,3286,1459,0.92,0.05,0.02,51497,8111,1481,0.84,0.13,0.02,21625,6412,19271,12073,0.76,0.22,0.6,0.38,1373,50041,8884,0,0,0,0,0,0,0,0,0,0.02,0.82,0.15,0,0,0,0,0,0,0,0,0,637,689,35008,14108,5163,3626,0.46,0.5,0.7,0.28,0.58,0.41,697,176,697,176,697,176,0.51,0.13,0.01,0,0.08,0.02,61089
0,6,M,17238,41955,577,0.29,0.7,0.01,860,45854,12538,518,0.01,0.77,0.21,0.01,6150,1302,52318,0.1,0.02,0.88,35293,24004,473,0.59,0.4,0.01,14741,20774,16717,7538,0.25,0.35,0.28,0.13,56052,3293,425,0.94,0.06,0.01,50433,8878,459,0.84,0.15,0.01,7319,27938,9912,14008,0.21,0.79,0.41,0.58,461,8311,5511,133,15810,4792,106,14705,1891,160,7028,344,0.03,0.56,0.37,0.01,0.76,0.23,0.01,0.88,0.11,0.02,0.93,0.05,126,711,11217,34523,5863,6653,0.15,0.83,0.24,0.75,0.47,0.53,1336,237,1336,237,1336,237,1.55,0.28,0.03,0.01,0.11,0.02,59770
0,7,H,40705,14634,1642,0.71,0.26,0.03,1812,47696,6802,671,0.03,0.84,0.12,0.01,4690,1457,50834,0.08,0.03,0.89,34882,21552,547,0.61,0.38,0.01,56981,0,0,0,1,0,0,0,52974,2568,1439,0.93,0.05,0.03,48121,7401,1459,0.84,0.13,0.03,26590,7639,14106,6988,0.76,0.22,0.65,0.32,1812,47696,6802,0,0,0,0,0,0,0,0,0,0.03,0.84,0.12,0,0,0,0,0,0,0,0,0,993,746,34773,11941,4840,1894,0.55,0.41,0.73,0.25,0.71,0.28,551,161,551,161,551,161,0.3,0.09,0.01,0,0.08,0.02,56981
0,7,M,17045,39065,509,0.3,0.69,0.01,1194,45384,9619,422,0.02,0.8,0.17,0.01,6589,1343,48687,0.12,0.02,0.86,37715,18509,395,0.67,0.33,0.01,8070,13637,19704,15208,0.14,0.24,0.35,0.27,53944,2301,374,0.95,0.04,0.01,49032,7203,384,0.87,0.13,0.01,8594,29075,8439,9978,0.23,0.77,0.46,0.54,483,4862,2357,144,10029,3449,175,16604,2901,392,13889,912,0.06,0.6,0.29,0.01,0.74,0.25,0.01,0.84,0.15,0.03,0.91,0.06,193,977,11456,33819,5366,4227,0.16,0.82,0.25,0.75,0.56,0.44,1183,182,1183,182,1183,182,0.99,0.15,0.03,0,0.12,0.02,56619
0,8,H,41069,13847,1438,0.73,0.25,0.03,2094,48053,5670,537,0.04,0.85,0.1,0.01,5096,1537,49721,0.09,0.03,0.88,38206,17683,465,0.68,0.31,0.01,56354,0,0,0,1,0,0,0,53081,2009,1264,0.94,0.04,0.02,48974,6088,1292,0.87,0.11,0.02,29103,8473,11957,5371,0.76,0.22,0.68,0.3,2094,48053,5670,0,0,0,0,0,0,0,0,0,0.04,0.85,0.1,0,0,0,0,0,0,0,0,0,1228,802,35410,11779,4369,1233,0.59,0.38,0.74,0.25,0.77,0.22,579,129,579,129,579,129,0.28,0.06,0.01,0,0.1,0.02,56354
0,8,M,17459,38030,470,0.31,0.68,0.01,1577,45885,8086,411,0.03,0.82,0.14,0.01,7408,1475,47076,0.13,0.03,0.84,38504,17107,348,0.69,0.31,0.01,5907,9314,18644,22094,0.11,0.17,0.33,0.39,53842,1769,348,0.96,0.03,0.01,49879,5718,362,0.89,0.1,0.01,9233,29220,8221,8805,0.24,0.76,0.48,0.51,472,3827,1261,197,6877,2229,257,15239,3128,651,19942,1468,0.08,0.65,0.21,0.02,0.74,0.24,0.01,0.82,0.17,0.03,0.9,0.07,292,1257,12163,33626,4970,3099,0.19,0.8,0.27,0.73,0.61,0.38,1030,207,1030,207,1030,207,0.65,0.13,0.02,0,0.13,0.03,55959
0,9,H,36933,12366,1107,0.73,0.25,0.02,2409,43422,4184,391,0.05,0.86,0.08,0.01,5142,1521,43743,0.1,0.03,0.87,35337,14706,363,0.7,0.29,0.01,50406,0,0,0,1,0,0,0,48034,1443,929,0.95,0.03,0.02,44858,4609,939,0.89,0.09,0.02,26814,8027,10109,4332,0.76,0.23,0.69,0.29,2409,43422,4184,0,0,0,0,0,0,0,0,0,0.05,0.86,0.08,0,0,0,0,0,0,0,0,0,1520,831,32065,10691,3307,823,0.63,0.34,0.74,0.25,0.79,0.2,432,84,432,84,432,84,0.18,0.03,0.01,0,0.1,0.02,50406
0,9,M,15133,34750,434,0.3,0.69,0.01,1975,42114,5823,405,0.04,0.84,0.12,0.01,7522,1508,41287,0.15,0.03,0.82,34909,15086,322,0.69,0.3,0.01,4621,6130,13930,25636,0.09,0.12,0.28,0.51,48788,1218,311,0.97,0.02,0.01,45966,4028,323,0.91,0.08,0.01,8142,26717,6987,8022,0.23,0.77,0.46,0.53,426,3112,769,187,4650,1282,274,11429,2198,1088,22923,1574,0.09,0.67,0.17,0.03,0.76,0.21,0.02,0.82,0.16,0.04,0.89,0.06,388,1563,10887,31130,3806,2004,0.2,0.79,0.26,0.74,0.65,0.34,817,130,817,130,817,130,0.41,0.07,0.02,0,0.14,0.02,50317
0,10,H,35921,12213,930,0.73,0.25,0.02,2999,42101,3546,418,0.06,0.86,0.07,0.01,5669,1544,41851,0.12,0.03,0.85,35048,13649,367,0.71,0.28,0.01,49064,0,0,0,1,0,0,0,47170,1146,748,0.96,0.02,0.02,44521,3786,757,0.91,0.08,0.02,26554,8123,9359,4090,0.76,0.23,0.69,0.3,2999,42101,3546,0,0,0,0,0,0,0,0,0,0.06,0.86,0.07,0,0,0,0,0,0,0,0,0,1958,978,31051,10566,2859,650,0.65,0.33,0.74,0.25,0.81,0.18,402,57,402,57,402,57,0.13,0.02,0.01,0,0.11,0.02,49064
0,10,M,13519,34115,435,0.28,0.71,0.01,2557,40521,4592,399,0.05,0.84,0.1,0.01,8560,1499,38010,0.18,0.03,0.79,33174,14573,322,0.69,0.3,0.01,4411,4986,11168,27504,0.09,0.1,0.23,0.57,46778,976,315,0.97,0.02,0.01,44660,3074,335,0.93,0.06,0.01,7321,25800,6191,8304,0.22,0.78,0.42,0.57,437,3049,615,224,3879,873,345,9186,1616,1551,24407,1488,0.1,0.69,0.14,0.04,0.78,0.18,0.03,0.82,0.14,0.06,0.89,0.05,516,2011,9778,30649,3192,1389,0.2,0.79,0.24,0.76,0.7,0.3,734,133,734,133,734,133,0.29,0.05,0.02,0,0.16,0.03,48069
0,11,H,32958,12666,798,0.71,0.27,0.02,3772,39396,2872,382,0.08,0.85,0.06,0.01,6215,1562,38645,0.13,0.03,0.83,33091,13009,322,0.71,0.28,0.01,46422,0,0,0,1,0,0,0,44975,872,575,0.97,0.02,0.01,42744,3103,575,0.92,0.07,0.01,24287,8503,8659,4162,0.73,0.26,0.67,0.32,3772,39396,2872,0,0,0,0,0,0,0,0,0,0.08,0.85,0.06,0,0,0,0,0,0,0,0,0,2429,1271,28188,10819,2287,556,0.64,0.34,0.72,0.27,0.8,0.19,372,49,372,49,372,49,0.1,0.01,0.01,0,0.13,0.02,46422
0,11,M,11485,33443,446,0.25,0.74,0.01,3465,37886,3645,378,0.08,0.83,0.08,0.01,9270,1544,34560,0.2,0.03,0.76,30338,14724,312,0.67,0.32,0.01,4331,4083,8997,27963,0.1,0.09,0.2,0.62,44242,824,308,0.98,0.02,0.01,42414,2640,320,0.93,0.06,0.01,6048,24242,5436,9191,0.2,0.8,0.37,0.62,501,3017,505,237,3189,646,409,7349,1227,2318,24331,1267,0.12,0.7,0.12,0.06,0.78,0.16,0.05,0.82,0.14,0.08,0.87,0.05,627,2797,8190,29597,2636,1000,0.18,0.81,0.22,0.78,0.72,0.27,683,77,683,77,683,77,0.2,0.02,0.02,0,0.19,0.02,45374
0,12,H,28178,12364,811,0.68,0.3,0.02,4378,34393,2205,377,0.11,0.83,0.05,0.01,6478,1584,33291,0.16,0.04,0.81,29205,11829,319,0.71,0.29,0.01,41353,0,0,0,1,0,0,0,40112,748,493,0.97,0.02,0.01,38256,2598,499,0.93,0.06,0.01,20584,8323,7585,4038,0.7,0.28,0.64,0.34,4378,34393,2205,0,0,0,0,0,0,0,0,0,0.11,0.83,0.05,0,0,0,0,0,0,0,0,0,2703,1564,23658,10361,1774,411,0.62,0.36,0.69,0.3,0.8,0.19,311,42,311,42,311,42,0.07,0.01,0.01,0,0.14,0.02,41353
0,12,M,8647,31486,457,0.21,0.78,0.01,4277,33148,2804,361,0.11,0.82,0.07,0.01,9275,1466,29849,0.23,0.04,0.74,25864,14454,272,0.64,0.36,0.01,3973,3075,6296,27246,0.1,0.08,0.16,0.67,39608,687,295,0.98,0.02,0.01,38146,2145,299,0.94,0.05,0.01,4266,21532,4381,9946,0.16,0.83,0.3,0.69,532,2783,387,269,2395,405,478,4945,858,2998,23025,1154,0.13,0.7,0.1,0.09,0.78,0.13,0.08,0.79,0.14,0.11,0.85,0.04,653,3569,5857,27164,2117,679,0.15,0.83,0.18,0.82,0.75,0.24,486,58,486,58,486,58,0.11,0.01,0.01,0,0.17,0.02,40590
0,13,H,21652,11923,790,0.63,0.35,0.02,4866,27532,1742,225,0.14,0.8,0.05,0.01,6794,1360,26211,0.2,0.04,0.76,23965,10234,166,0.7,0.3,0,34365,0,0,0,1,0,0,0,33531,545,289,0.98,0.02,0.01,32192,1879,294,0.94,0.05,0.01,15666,7907,5980,4014,0.65,0.33,0.58,0.39,4866,27532,1742,0,0,0,0,0,0,0,0,0,0.14,0.8,0.05,0,0,0,0,0,0,0,0,0,2738,1978,17455,9616,1424,299,0.56,0.41,0.63,0.35,0.82,0.17,288,30,288,30,288,30,0.06,0.01,0.01,0,0.17,0.02,34365
0,13,M,5669,27675,450,0.17,0.82,0.01,5050,26722,1793,229,0.15,0.79,0.05,0.01,8715,1217,23862,0.26,0.04,0.71,19752,13873,169,0.58,0.41,0.01,3585,2295,4105,23809,0.11,0.07,0.12,0.7,33144,436,214,0.98,0.01,0.01,31999,1576,219,0.95,0.05,0.01,2551,17112,3116,10559,0.13,0.87,0.22,0.76,688,2444,277,304,1746,243,438,3206,455,3620,19326,818,0.19,0.68,0.08,0.13,0.76,0.11,0.11,0.78,0.11,0.15,0.81,0.03,563,4395,3717,22818,1373,413,0.11,0.87,0.14,0.85,0.77,0.23,320,25,320,25,320,25,0.06,0,0.01,0,0.18,0.01,33794
0,14,H,16154,11586,832,0.57,0.41,0.03,5074,22305,1063,130,0.18,0.78,0.04,0,6536,1094,20942,0.23,0.04,0.73,19723,8767,82,0.69,0.31,0,28572,0,0,0,1,0,0,0,28039,334,199,0.98,0.01,0.01,27074,1302,196,0.95,0.05,0.01,11604,7681,4545,3903,0.59,0.39,0.52,0.45,5074,22305,1063,0,0,0,0,0,0,0,0,0,0.18,0.78,0.04,0,0,0,0,0,0,0,0,0,2535,2335,12700,9072,896,153,0.5,0.46,0.57,0.41,0.84,0.14,186,16,186,16,186,16,0.04,0,0.01,0,0.17,0.02,28572
0,14,M,3305,24176,472,0.12,0.86,0.02,5478,21348,969,158,0.2,0.76,0.03,0.01,8074,991,18888,0.29,0.04,0.68,15064,12794,95,0.54,0.46,0,2989,1660,2612,20692,0.11,0.06,0.09,0.74,27494,318,141,0.98,0.01,0.01,26762,1050,141,0.96,0.04,0.01,1403,13539,1899,10633,0.09,0.9,0.15,0.83,690,2046,156,283,1232,141,384,2016,202,4121,16054,470,0.23,0.68,0.05,0.17,0.74,0.08,0.15,0.77,0.08,0.2,0.78,0.02,414,4903,2185,18957,696,262,0.08,0.9,0.1,0.89,0.72,0.27,206,15,206,15,206,15,0.04,0,0.01,0,0.21,0.02,27953
0,15,H,10346,10795,1030,0.47,0.49,0.05,4748,16820,497,106,0.21,0.76,0.02,0,5960,811,15400,0.27,0.04,0.69,14953,7141,77,0.67,0.32,0,22171,0,0,0,1,0,0,0,21742,219,210,0.98,0.01,0.01,21103,862,206,0.95,0.04,0.01,7366,7045,2976,3744,0.49,0.47,0.42,0.52,4748,16820,497,0,0,0,0,0,0,0,0,0,0.21,0.76,0.02,0,0,0,0,0,0,0,0,0,1864,2576,8047,8119,416,76,0.39,0.54,0.48,0.48,0.84,0.15,108,10,108,10,108,10,0.02,0,0.01,0,0.22,0.02,22171
0,15,M,1916,19972,590,0.09,0.89,0.03,5497,16401,462,118,0.24,0.73,0.02,0.01,7008,826,14644,0.31,0.04,0.65,10343,12065,70,0.46,0.54,0,2625,1155,1670,17028,0.12,0.05,0.07,0.76,22111,203,164,0.98,0.01,0.01,21608,706,164,0.96,0.03,0.01,701,9503,1215,10466,0.07,0.92,0.1,0.87,669,1771,106,288,829,35,335,1247,85,4205,12554,236,0.25,0.67,0.04,0.25,0.72,0.03,0.2,0.75,0.05,0.25,0.74,0.01,299,4990,1310,14798,304,146,0.05,0.91,0.08,0.9,0.66,0.32,113,7,113,7,113,7,0.02,0,0.01,0,0.24,0.02,22478
0,16,H,5988,9830,1175,0.35,0.58,0.07,4441,12257,202,93,0.26,0.72,0.01,0.01,5101,669,11223,0.3,0.04,0.66,10717,6229,47,0.63,0.37,0,16993,0,0,0,1,0,0,0,16637,136,220,0.98,0.01,0.01,16267,504,222,0.96,0.03,0.01,4031,6115,1956,3714,0.38,0.57,0.31,0.6,4441,12257,202,0,0,0,0,0,0,0,0,0,0.26,0.72,0.01,0,0,0,0,0,0,0,0,0,1259,2754,4561,7014,158,42,0.28,0.62,0.37,0.57,0.78,0.21,47,6,47,6,47,6,0.01,0,0,0,0.23,0.03,16993
0,16,M,1064,16056,709,0.06,0.9,0.04,5631,11879,214,105,0.32,0.67,0.01,0.01,6044,641,11144,0.34,0.04,0.63,6459,11310,60,0.36,0.63,0,2162,813,1090,13764,0.12,0.05,0.06,0.77,17532,140,157,0.98,0.01,0.01,17231,439,159,0.97,0.02,0.01,305,6010,759,10042,0.05,0.93,0.07,0.89,674,1356,67,248,549,13,322,729,36,4387,9245,98,0.31,0.63,0.03,0.31,0.68,0.02,0.3,0.67,0.03,0.32,0.67,0.01,201,5127,730,10811,128,81,0.04,0.91,0.06,0.91,0.6,0.38,65,1,65,1,65,1,0.01,0,0.01,0,0.3,0,17829
0,17,H,2706,7309,1121,0.24,0.66,0.1,3633,7365,72,66,0.33,0.66,0.01,0.01,3523,427,7186,0.32,0.04,0.65,6340,4762,34,0.57,0.43,0,11136,0,0,0,1,0,0,0,10835,72,229,0.97,0.01,0.02,10603,301,232,0.95,0.03,0.02,1693,4114,1013,3195,0.27,0.65,0.21,0.67,3633,7365,72,0,0,0,0,0,0,0,0,0,0.33,0.66,0.01,0,0,0,0,0,0,0,0,0,705,2446,1944,4826,53,19,0.19,0.67,0.26,0.66,0.74,0.26,17,1,17,1,17,1,0,0,0,0,0.24,0.01,11136
0,17,M,532,11120,854,0.04,0.89,0.07,4824,7544,53,85,0.39,0.6,0,0.01,4326,457,7723,0.35,0.04,0.62,3288,9171,47,0.26,0.73,0,1610,616,661,9619,0.13,0.05,0.05,0.77,12212,87,207,0.98,0.01,0.02,12009,292,205,0.96,0.02,0.02,128,3029,404,8086,0.04,0.92,0.04,0.88,628,913,20,241,370,3,255,398,4,3700,5863,26,0.39,0.57,0.01,0.39,0.6,0,0.39,0.6,0.01,0.38,0.61,0,121,4303,375,6767,32,19,0.03,0.89,0.05,0.9,0.6,0.36,16,0,16,0,16,0,0,0,0,0,0.3,0,12506
0,18,H,916,4262,707,0.16,0.72,0.12,2079,3723,38,45,0.35,0.63,0.01,0.01,2006,203,3676,0.34,0.03,0.62,2947,2918,20,0.5,0.5,0,5885,0,0,0,1,0,0,0,5678,42,165,0.96,0.01,0.03,5571,148,166,0.95,0.03,0.03,522,2143,394,2117,0.18,0.73,0.14,0.73,2079,3723,38,0,0,0,0,0,0,0,0,0,0.35,0.63,0.01,0,0,0,0,0,0,0,0,0,219,1542,679,2692,17,17,0.11,0.74,0.18,0.72,0.45,0.45,8,0,8,0,8,0,0,0,0,0,0.21,0,5885
0,18,M,271,6197,709,0.04,0.86,0.1,3212,3884,24,57,0.45,0.54,0,0.01,2465,294,4418,0.34,0.04,0.62,1232,5923,22,0.17,0.83,0,956,356,354,5511,0.13,0.05,0.05,0.77,6936,56,185,0.97,0.01,0.03,6828,164,185,0.95,0.02,0.03,45,1085,226,5112,0.04,0.88,0.04,0.86,443,474,5,167,183,3,172,180,1,2430,3047,15,0.46,0.5,0.01,0.47,0.51,0.01,0.49,0.51,0,0.44,0.55,0,80,2751,184,3408,6,15,0.02,0.86,0.05,0.88,0.25,0.63,5,0,5,0,5,0,0,0,0,0,0.21,0,7177
0,19,H,234,1531,288,0.11,0.75,0.14,798,1221,13,21,0.39,0.59,0.01,0.01,678,76,1299,0.33,0.04,0.63,842,1205,6,0.41,0.59,0,2053,0,0,0,1,0,0,0,1952,12,89,0.95,0.01,0.04,1924,41,88,0.94,0.02,0.04,127,634,107,897,0.15,0.75,0.09,0.74,798,1221,13,0,0,0,0,0,0,0,0,0,0.39,0.59,0.01,0,0,0,0,0,0,0,0,0,59,624,166,899,9,4,0.07,0.78,0.14,0.74,0.69,0.31,3,0,3,0,3,0,0,0,0,0,0.23,0,2053
0,19,M,74,2235,357,0.03,0.84,0.13,1254,1377,9,26,0.47,0.52,0,0.01,842,89,1735,0.32,0.03,0.65,299,2356,11,0.11,0.88,0,376,112,129,2049,0.14,0.04,0.05,0.77,2537,30,99,0.95,0.01,0.04,2497,69,100,0.94,0.03,0.04,13,256,61,1976,0.04,0.86,0.03,0.84,166,188,5,61,50,0,62,66,1,965,1073,3,0.44,0.5,0.01,0.54,0.45,0,0.48,0.51,0.01,0.47,0.52,0,18,1063,51,1163,4,2,0.01,0.85,0.04,0.84,0.44,0.22,1,0,1,0,1,0,0,0,0,0,0.11,0,2666
