cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,salud_x_escolaridad_c_atencion_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_no_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_formal_x_basico,salud_x_escolaridad_c_atencion_no_formal_x_basico,salud_x_escolaridad_c_atencion_formal_x_avanzado,salud_x_escolaridad_c_atencion_no_formal_x_avanzado,salud_dado_escolaridad_p_atencion_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_no_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_formal_dado_basico,salud_dado_escolaridad_p_atencion_no_formal_dado_basico,salud_dado_escolaridad_p_atencion_formal_dado_avanzado,salud_dado_escolaridad_p_atencion_no_formal_dado_avanzado,poblacion_total
3,17,M,53607,113611,10073,0.3,0.64,0.06,24747,139067,10797,2680,0.14,0.78,0.06,0.02,44637,2192,130462,0.25,0.01,0.74,38489,136992,1810,0.22,0.77,0.01,27855,11301,15327,122808,0.16,0.06,0.09,0.69,170543,2034,4714,0.96,0.01,0.03,164324,8168,4799,0.93,0.05,0.03,7153,30207,46444,83378,0.19,0.78,0.34,0.61,3365,19291,3279,1327,8901,1008,1509,12062,1671,18546,98813,4839,0.12,0.69,0.12,0.12,0.79,0.09,0.1,0.79,0.11,0.15,0.8,0.04,3502,19148,42527,91034,7390,2807,0.14,0.77,0.31,0.65,0.68,0.26,2281,111,2281,111,2281,111,0.09,0,0.02,0,0.21,0.01,177291
3,18,H,33408,24493,5508,0.53,0.39,0.09,8805,46747,6899,958,0.14,0.74,0.11,0.02,15504,670,47235,0.24,0.01,0.74,36636,26064,709,0.58,0.41,0.01,63409,0,0,0,1,0,0,0,60397,846,2166,0.95,0.01,0.03,57910,3313,2186,0.91,0.05,0.03,21470,13276,11923,11206,0.59,0.36,0.46,0.43,8805,46747,6899,0,0,0,0,0,0,0,0,0,0.14,0.74,0.11,0,0,0,0,0,0,0,0,0,2559,4977,25024,18432,5713,957,0.29,0.57,0.54,0.39,0.83,0.14,1477,57,1477,57,1477,57,0.17,0.01,0.03,0,0.21,0.01,63409
3,18,M,30452,65163,8620,0.29,0.63,0.08,17027,80179,5182,1847,0.16,0.77,0.05,0.02,26337,1188,76710,0.25,0.01,0.74,14617,88427,1191,0.14,0.85,0.01,17469,6103,7456,73207,0.17,0.06,0.07,0.7,99021,1281,3933,0.95,0.01,0.04,95145,5112,3978,0.91,0.05,0.04,2748,11153,27686,53989,0.19,0.76,0.31,0.61,2431,12016,1762,902,4694,454,1027,5783,596,12667,57686,2370,0.14,0.69,0.1,0.15,0.77,0.07,0.14,0.78,0.08,0.17,0.79,0.03,2255,12898,24702,50434,3339,1364,0.13,0.76,0.31,0.63,0.64,0.26,1067,37,1067,37,1067,37,0.06,0,0.01,0,0.21,0.01,104235
3,19,H,11502,9821,2565,0.48,0.41,0.11,3583,17366,2527,412,0.15,0.73,0.11,0.02,5790,261,17837,0.24,0.01,0.75,11856,11717,315,0.5,0.49,0.01,23888,0,0,0,1,0,0,0,22515,347,1026,0.94,0.01,0.04,21544,1296,1048,0.9,0.05,0.04,6439,4633,5058,5187,0.54,0.39,0.43,0.44,3583,17366,2527,0,0,0,0,0,0,0,0,0,0.15,0.73,0.11,0,0,0,0,0,0,0,0,0,951,2053,8482,7325,2023,393,0.27,0.57,0.49,0.42,0.8,0.16,506,12,506,12,506,12,0.14,0,0.03,0,0.2,0,23888
3,19,M,12361,26737,4950,0.28,0.61,0.11,7777,33448,1925,898,0.18,0.76,0.04,0.02,10561,457,33030,0.24,0.01,0.75,4024,39468,556,0.09,0.9,0.01,7894,2531,2866,30757,0.18,0.06,0.07,0.7,41190,578,2280,0.94,0.01,0.05,39572,2168,2308,0.9,0.05,0.05,852,2870,11505,23858,0.21,0.71,0.29,0.6,1163,5412,712,382,1960,168,461,2164,218,5771,23912,827,0.15,0.69,0.09,0.15,0.77,0.07,0.16,0.76,0.08,0.19,0.78,0.03,1003,5674,10120,20313,1171,522,0.13,0.73,0.3,0.61,0.61,0.27,345,13,345,13,345,13,0.04,0,0.01,0,0.18,0.01,44048
3,20,H,2876,2648,677,0.46,0.43,0.11,982,4310,757,152,0.16,0.7,0.12,0.02,1343,55,4803,0.22,0.01,0.77,2667,3403,131,0.43,0.55,0.02,6201,0,0,0,1,0,0,0,5762,133,306,0.93,0.02,0.05,5396,492,313,0.87,0.08,0.05,1464,1043,1412,1603,0.55,0.39,0.41,0.47,982,4310,757,0,0,0,0,0,0,0,0,0,0.16,0.7,0.12,0,0,0,0,0,0,0,0,0,248,576,2027,1923,592,135,0.25,0.59,0.47,0.45,0.78,0.18,120,6,120,6,120,6,0.12,0.01,0.03,0,0.16,0.01,6201
3,20,M,3212,7724,1578,0.26,0.62,0.13,2487,9132,602,293,0.2,0.73,0.05,0.02,2857,129,9528,0.23,0.01,0.76,1019,11297,198,0.08,0.9,0.02,2527,752,855,8380,0.2,0.06,0.07,0.67,11528,207,779,0.92,0.02,0.06,11045,684,785,0.88,0.05,0.06,261,673,2951,7047,0.26,0.66,0.26,0.62,445,1601,273,122,557,67,123,645,80,1797,6329,182,0.18,0.63,0.11,0.16,0.74,0.09,0.14,0.75,0.09,0.21,0.76,0.02,270,1818,2582,5646,344,187,0.11,0.73,0.28,0.62,0.57,0.31,101,1,101,1,101,1,0.04,0,0.01,0,0.17,0,12514
3,21,H,1722,959,279,0.58,0.32,0.09,313,1782,718,147,0.11,0.6,0.24,0.05,295,22,2643,0.1,0.01,0.89,1436,1367,157,0.49,0.46,0.05,2960,0,0,0,1,0,0,0,2628,173,159,0.89,0.06,0.05,2227,560,173,0.75,0.19,0.06,1051,353,669,603,0.73,0.25,0.49,0.44,313,1782,718,0,0,0,0,0,0,0,0,0,0.11,0.6,0.24,0,0,0,0,0,0,0,0,0,86,195,1074,603,560,154,0.27,0.62,0.6,0.34,0.78,0.21,52,6,52,6,52,6,0.17,0.02,0.03,0,0.07,0.01,2960
3,21,M,1313,2336,508,0.32,0.56,0.12,653,2697,600,207,0.16,0.65,0.14,0.05,626,34,3497,0.15,0.01,0.84,962,3009,186,0.23,0.72,0.04,1237,382,483,2055,0.3,0.09,0.12,0.49,3659,225,273,0.88,0.05,0.07,3248,611,298,0.78,0.15,0.07,417,523,896,1811,0.43,0.54,0.3,0.6,146,637,276,39,231,111,40,318,124,428,1511,89,0.12,0.51,0.22,0.1,0.6,0.29,0.08,0.66,0.26,0.21,0.74,0.04,79,483,857,1606,364,228,0.12,0.74,0.32,0.6,0.61,0.38,40,5,40,5,40,5,0.06,0.01,0.01,0,0.07,0.01,4157
4,1,H,0,0,428544,0,0,1,0,0,0,428544,0,0,0,1,35515,7064,385965,0.08,0.02,0.9,0,0,428544,0,0,1,428544,0,0,0,1,0,0,0,326466,16081,85997,0.76,0.04,0.2,0,0,428544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428544
4,1,M,0,0,408605,0,0,1,0,0,0,408605,0,0,0,1,31567,6524,370514,0.08,0.02,0.91,0,0,408605,0,0,1,408605,0,0,0,1,0,0,0,311176,15377,82052,0.76,0.04,0.2,0,0,408605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408605
4,2,H,0,0,469369,0,0,1,10854,447295,0,11220,0.02,0.95,0,0.02,23465,6196,439708,0.05,0.01,0.94,0,0,469369,0,0,1,469369,0,0,0,1,0,0,0,450208,15872,3289,0.96,0.03,0.01,407554,52756,9059,0.87,0.11,0.02,0,0,0,0,0,0,0,0,10854,447295,0,0,0,0,0,0,0,0,0,0,0.02,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469369
4,2,M,0,0,446020,0,0,1,9098,426279,0,10643,0.02,0.96,0,0.02,21618,6218,418184,0.05,0.01,0.94,0,0,446020,0,0,1,446020,0,0,0,1,0,0,0,427713,14988,3319,0.96,0.03,0.01,387182,50021,8817,0.87,0.11,0.02,0,0,0,0,0,0,0,0,9098,426279,0,0,0,0,0,0,0,0,0,0,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446020
4,3,H,7417,489504,10809,0.01,0.96,0.02,4720,499730,0,3280,0.01,0.98,0,0.01,19608,5815,482307,0.04,0.01,0.95,5606,497158,4966,0.01,0.98,0.01,507730,0,0,0,1,0,0,0,488089,13781,5860,0.96,0.03,0.01,454213,47522,5995,0.89,0.09,0.01,536,4962,6867,484238,0.1,0.89,0.01,0.97,4720,499730,0,0,0,0,0,0,0,0,0,0,0.01,0.98,0,0,0,0,0,0,0,0,0,0,374,3956,7017,485030,0,0,0.08,0.84,0.01,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507730
4,3,M,2237,469229,10569,0,0.97,0.02,3119,475867,0,3049,0.01,0.99,0,0.01,19261,5688,457086,0.04,0.01,0.95,6819,470368,4848,0.01,0.98,0.01,480330,1292,257,156,1,0,0,0,462797,13190,6048,0.96,0.03,0.01,430322,45483,6230,0.89,0.09,0.01,244,6485,1987,462484,0.04,0.95,0,0.98,3076,474221,0,30,1250,0,11,244,0,2,152,0,0.01,0.99,0,0.02,0.97,0,0.04,0.95,0,0.01,0.97,0,94,2705,2120,466117,0,0,0.03,0.87,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482035
4,4,H,101757,405150,19281,0.19,0.77,0.04,6433,460188,45291,14276,0.01,0.87,0.09,0.03,17971,5644,502573,0.03,0.01,0.96,24718,485040,16430,0.05,0.92,0.03,526188,0,0,0,1,0,0,0,490478,17857,17853,0.93,0.03,0.03,462266,45935,17987,0.88,0.09,0.03,14423,10010,87262,394832,0.58,0.4,0.18,0.81,6433,460188,45291,0,0,0,0,0,0,0,0,0,0.01,0.87,0.09,0,0,0,0,0,0,0,0,0,1944,4100,95194,359451,4364,40793,0.3,0.64,0.21,0.78,0.1,0.9,1528,413,1528,413,1528,413,0.24,0.06,0,0,0.03,0.01,526188
4,4,M,35041,457244,7393,0.07,0.92,0.01,3896,425855,66080,3847,0.01,0.85,0.13,0.01,23799,5891,469988,0.05,0.01,0.94,79438,414225,6015,0.16,0.83,0.01,432437,59211,7178,852,0.87,0.12,0.01,0,474488,18807,6383,0.95,0.04,0.01,441897,51344,6437,0.88,0.1,0.01,7762,71503,27249,385454,0.1,0.9,0.07,0.93,3260,362983,62447,395,55340,3416,162,6802,189,79,730,28,0.01,0.84,0.14,0.01,0.93,0.06,0.02,0.95,0.03,0.09,0.86,0.03,316,3283,28979,393127,5689,60282,0.08,0.84,0.07,0.92,0.09,0.91,3053,703,3053,703,3053,703,0.78,0.18,0.01,0,0.05,0.01,499678
4,5,H,271412,194211,21253,0.56,0.4,0.04,8009,345221,120117,13529,0.02,0.71,0.25,0.03,17817,5563,463496,0.04,0.01,0.95,129071,345147,12658,0.27,0.71,0.03,486876,0,0,0,1,0,0,0,442529,24737,19610,0.91,0.05,0.04,411510,55546,19820,0.85,0.11,0.04,101521,24464,169785,169647,0.79,0.19,0.49,0.49,8009,345221,120117,0,0,0,0,0,0,0,0,0,0.02,0.71,0.25,0,0,0,0,0,0,0,0,0,3521,3961,223384,113554,43888,75847,0.44,0.49,0.65,0.33,0.37,0.63,4829,1375,4829,1375,4829,1375,0.6,0.17,0.01,0,0.04,0.01,486876
4,5,M,134007,336082,6515,0.28,0.71,0.01,4873,299382,166798,5551,0.01,0.63,0.35,0.01,24320,5881,446403,0.05,0.01,0.94,207515,263865,5224,0.44,0.55,0.01,249413,152852,59255,15084,0.52,0.32,0.12,0.03,445611,25713,5280,0.93,0.05,0.01,405381,65778,5445,0.85,0.14,0.01,47045,160014,86892,175874,0.23,0.77,0.33,0.67,3152,118176,122972,720,114802,37086,536,52408,6196,465,13996,544,0.01,0.47,0.49,0,0.75,0.24,0.01,0.88,0.1,0.03,0.93,0.04,700,3902,80415,217614,52611,113953,0.14,0.8,0.27,0.73,0.32,0.68,9272,2042,9272,2042,9272,2042,1.9,0.42,0.03,0.01,0.06,0.01,476604
4,6,H,327421,102425,15927,0.73,0.23,0.04,9976,313520,115262,7015,0.02,0.7,0.26,0.02,18250,5785,421738,0.04,0.01,0.95,226722,213166,5885,0.51,0.48,0.01,445773,0,0,0,1,0,0,0,409180,22395,14198,0.92,0.05,0.03,369732,61741,14300,0.83,0.14,0.03,188139,33631,139181,68738,0.83,0.15,0.65,0.32,9976,313520,115262,0,0,0,0,0,0,0,0,0,0.02,0.7,0.26,0,0,0,0,0,0,0,0,0,5508,3761,242170,62072,78802,35952,0.55,0.38,0.77,0.2,0.68,0.31,5194,1520,5194,1520,5194,1520,0.52,0.15,0.02,0,0.05,0.01,445773
4,6,M,178938,265216,5863,0.4,0.59,0.01,6157,277586,160966,5308,0.01,0.62,0.36,0.01,25635,6086,418296,0.06,0.01,0.93,271405,173870,4742,0.6,0.39,0.01,134968,144922,115781,54346,0.3,0.32,0.26,0.12,423179,22077,4761,0.94,0.05,0.01,379253,65896,4868,0.84,0.15,0.01,87332,183596,91540,81462,0.32,0.68,0.53,0.47,3194,54716,72465,845,85297,58442,804,89183,25558,1314,48390,4501,0.02,0.41,0.54,0.01,0.59,0.4,0.01,0.77,0.22,0.02,0.89,0.08,1242,4656,91077,185435,86226,74468,0.2,0.76,0.33,0.67,0.54,0.46,10038,2218,10038,2218,10038,2218,1.63,0.36,0.04,0.01,0.06,0.01,450017
4,7,H,318624,69368,13677,0.79,0.17,0.03,11854,288050,95541,6224,0.03,0.72,0.24,0.02,18981,5531,377157,0.05,0.01,0.94,264004,132746,4919,0.66,0.33,0.01,401669,0,0,0,1,0,0,0,371916,17700,12053,0.93,0.04,0.03,334110,55433,12126,0.83,0.14,0.03,223418,35541,95071,33777,0.85,0.13,0.72,0.25,11854,288050,95541,0,0,0,0,0,0,0,0,0,0.03,0.72,0.24,0,0,0,0,0,0,0,0,0,7581,3542,233947,46227,76004,19031,0.64,0.3,0.81,0.16,0.8,0.2,5209,1313,5209,1313,5209,1313,0.44,0.11,0.02,0,0.05,0.01,401669
4,7,M,181129,226733,5023,0.44,0.55,0.01,7959,269175,131242,4509,0.02,0.65,0.32,0.01,26444,6213,380228,0.06,0.02,0.92,278921,130078,3886,0.68,0.32,0.01,74656,99221,136654,102354,0.18,0.24,0.33,0.25,392340,16574,3971,0.95,0.04,0.01,354278,54579,4028,0.86,0.13,0.01,103584,174801,77476,51796,0.37,0.63,0.6,0.4,2873,33710,34307,996,52908,45060,1235,95295,39870,2855,87262,12005,0.04,0.45,0.46,0.01,0.53,0.45,0.01,0.7,0.29,0.03,0.85,0.12,1974,5699,98365,169880,80411,50592,0.25,0.72,0.37,0.63,0.61,0.39,9218,1909,9218,1909,9218,1909,1.16,0.24,0.03,0.01,0.07,0.01,412885
4,8,H,312644,58335,11802,0.82,0.15,0.03,13864,280684,82961,5272,0.04,0.73,0.22,0.01,19987,5705,357089,0.05,0.01,0.93,274387,104061,4333,0.72,0.27,0.01,382781,0,0,0,1,0,0,0,358419,14176,10186,0.94,0.04,0.03,325795,46702,10284,0.85,0.12,0.03,234858,34933,77696,23371,0.86,0.13,0.75,0.22,13864,280684,82961,0,0,0,0,0,0,0,0,0,0.04,0.73,0.22,0,0,0,0,0,0,0,0,0,9516,3675,233228,40899,69123,13333,0.69,0.27,0.83,0.15,0.83,0.16,5073,1158,5073,1158,5073,1158,0.37,0.08,0.02,0,0.06,0.01,382781
4,8,M,184402,212820,4729,0.46,0.53,0.01,10425,275240,112068,4218,0.03,0.68,0.28,0.01,29526,6552,365873,0.07,0.02,0.91,275987,122322,3642,0.69,0.3,0.01,55180,68902,134084,143785,0.14,0.17,0.33,0.36,385558,12705,3688,0.96,0.03,0.01,354731,43467,3753,0.88,0.11,0.01,108853,166643,75479,46094,0.39,0.6,0.62,0.38,2978,28527,20158,1037,37703,30010,1677,88867,43294,4733,120143,18606,0.05,0.52,0.37,0.02,0.55,0.44,0.01,0.66,0.32,0.03,0.84,0.13,2866,7295,108085,166319,73113,38721,0.27,0.7,0.39,0.6,0.65,0.35,8762,1799,8762,1799,8762,1799,0.84,0.17,0.03,0.01,0.08,0.02,401951
4,9,H,270485,46104,8700,0.83,0.14,0.03,15558,246817,59148,3766,0.05,0.76,0.18,0.01,19069,5268,300952,0.06,0.02,0.93,239826,82267,3196,0.74,0.25,0.01,325289,0,0,0,1,0,0,0,308475,9676,7138,0.95,0.03,0.02,285144,32968,7177,0.88,0.1,0.02,206947,29380,63455,16699,0.86,0.12,0.77,0.2,15558,246817,59148,0,0,0,0,0,0,0,0,0,0.05,0.76,0.18,0,0,0,0,0,0,0,0,0,11451,3487,208254,33913,50283,8466,0.74,0.22,0.84,0.14,0.85,0.14,4042,878,4042,878,4042,878,0.26,0.06,0.02,0,0.07,0.01,325289
4,9,M,157369,187424,4055,0.45,0.54,0.01,12669,253947,78636,3596,0.04,0.73,0.23,0.01,29419,6196,313233,0.08,0.02,0.9,236609,109188,3051,0.68,0.31,0.01,41543,46665,102770,157870,0.12,0.13,0.29,0.45,336949,8789,3110,0.97,0.03,0.01,315284,30416,3148,0.9,0.09,0.01,90737,145405,66566,41925,0.38,0.61,0.61,0.38,2749,23785,12086,1081,27912,17575,1753,69957,30884,7086,132293,18091,0.07,0.57,0.29,0.02,0.6,0.38,0.02,0.68,0.3,0.04,0.84,0.11,3540,8872,99762,153415,53740,24692,0.28,0.7,0.39,0.6,0.68,0.31,6980,1339,6980,1339,6980,1339,0.55,0.11,0.03,0.01,0.09,0.02,348848
4,10,H,257170,43754,7523,0.83,0.14,0.02,18025,241471,45592,3359,0.06,0.78,0.15,0.01,20654,5069,282724,0.07,0.02,0.92,229189,76347,2911,0.74,0.25,0.01,308447,0,0,0,1,0,0,0,295296,7362,5789,0.96,0.02,0.02,277127,25508,5812,0.9,0.08,0.02,197551,28732,59539,14992,0.86,0.13,0.78,0.2,18025,241471,45592,0,0,0,0,0,0,0,0,0,0.06,0.78,0.15,0,0,0,0,0,0,0,0,0,13863,3576,203939,33688,38950,6321,0.77,0.2,0.84,0.14,0.85,0.14,3496,644,3496,644,3496,644,0.19,0.04,0.01,0,0.08,0.01,308447
4,10,M,142569,189586,4257,0.42,0.56,0.01,15793,256194,60711,3714,0.05,0.76,0.18,0.01,33307,6187,296918,0.1,0.02,0.88,222032,111274,3106,0.66,0.33,0.01,38728,39097,86813,171774,0.12,0.12,0.26,0.51,326121,7134,3157,0.97,0.02,0.01,309127,24082,3203,0.92,0.07,0.01,79108,142420,63407,47087,0.36,0.64,0.57,0.42,2819,23807,9074,1166,25427,12424,2035,62069,22516,9773,144891,16697,0.07,0.61,0.23,0.03,0.65,0.32,0.02,0.71,0.26,0.06,0.84,0.1,4350,11159,95119,160231,42770,17769,0.28,0.71,0.37,0.63,0.7,0.29,6342,1048,6342,1048,6342,1048,0.4,0.07,0.02,0,0.1,0.02,336412
4,11,H,241429,45293,6811,0.82,0.15,0.02,22050,229515,38769,3199,0.08,0.78,0.13,0.01,22508,5024,266001,0.08,0.02,0.91,216835,73991,2707,0.74,0.25,0.01,293533,0,0,0,1,0,0,0,282915,5839,4779,0.96,0.02,0.02,268379,20361,4793,0.91,0.07,0.02,184276,30021,57063,15246,0.85,0.14,0.77,0.21,22050,229515,38769,0,0,0,0,0,0,0,0,0,0.08,0.78,0.13,0,0,0,0,0,0,0,0,0,16959,4479,190932,35266,33115,5363,0.77,0.2,0.83,0.15,0.85,0.14,3188,556,3188,556,3188,556,0.14,0.03,0.01,0,0.08,0.01,293533
4,11,M,123332,193128,4390,0.38,0.6,0.01,20394,247273,49481,3702,0.06,0.77,0.15,0.01,36338,5809,278703,0.11,0.02,0.87,199630,118149,3071,0.62,0.37,0.01,37706,34183,73059,175902,0.12,0.11,0.23,0.55,312105,5670,3075,0.97,0.02,0.01,298158,19545,3147,0.93,0.06,0.01,63601,135509,59690,57549,0.32,0.68,0.51,0.49,3230,23655,7822,1381,23264,9450,2336,53527,17028,13447,146827,15181,0.09,0.63,0.21,0.04,0.68,0.28,0.03,0.73,0.23,0.08,0.83,0.09,5326,14742,82796,163523,34892,14401,0.26,0.72,0.33,0.66,0.71,0.29,5793,746,5793,746,5793,746,0.28,0.04,0.02,0,0.12,0.02,320850
4,12,H,202971,44316,6581,0.8,0.17,0.03,24126,195743,30999,3000,0.1,0.77,0.12,0.01,22623,4422,226823,0.09,0.02,0.89,185205,66128,2535,0.73,0.26,0.01,253868,0,0,0,1,0,0,0,245621,4369,3878,0.97,0.02,0.02,234240,15727,3901,0.92,0.06,0.02,153419,29336,49480,14952,0.83,0.16,0.75,0.23,24126,195743,30999,0,0,0,0,0,0,0,0,0,0.1,0.77,0.12,0,0,0,0,0,0,0,0,0,18319,5044,157861,34688,26385,4397,0.76,0.21,0.81,0.18,0.85,0.14,2820,397,2820,397,2820,397,0.12,0.02,0.01,0,0.09,0.01,253868
4,12,M,92703,180165,4128,0.33,0.65,0.01,23690,213716,36471,3119,0.09,0.77,0.13,0.01,34708,5075,237213,0.13,0.02,0.86,160904,113570,2522,0.58,0.41,0.01,32405,25858,53603,165130,0.12,0.09,0.19,0.6,269841,4558,2597,0.97,0.02,0.01,258799,15545,2652,0.93,0.06,0.01,43976,116318,48695,63790,0.27,0.72,0.43,0.56,3340,20685,5870,1337,18069,6389,2295,39588,11615,16718,135374,12597,0.1,0.64,0.18,0.05,0.7,0.25,0.04,0.74,0.22,0.1,0.82,0.08,5411,17862,61456,151110,25570,10749,0.23,0.75,0.29,0.71,0.7,0.29,4442,549,4442,549,4442,549,0.19,0.02,0.02,0,0.12,0.02,276996
4,13,H,155521,42608,6429,0.76,0.21,0.03,25865,152822,23886,1985,0.13,0.75,0.12,0.01,22127,3526,178905,0.11,0.02,0.87,146905,56137,1516,0.72,0.27,0.01,204558,0,0,0,1,0,0,0,198820,3261,2477,0.97,0.02,0.01,190204,11864,2490,0.93,0.06,0.01,115604,28339,39859,14252,0.79,0.19,0.71,0.25,25865,152822,23886,0,0,0,0,0,0,0,0,0,0.13,0.75,0.12,0,0,0,0,0,0,0,0,0,18291,6415,116508,32667,20364,3331,0.71,0.25,0.76,0.21,0.85,0.14,2518,278,2518,278,2518,278,0.1,0.01,0.02,0,0.11,0.01,204558
4,13,M,62646,155419,3593,0.28,0.7,0.02,26526,168117,24904,2111,0.12,0.76,0.11,0.01,31148,3908,186602,0.14,0.02,0.84,117806,102216,1636,0.53,0.46,0.01,25815,18048,34991,142804,0.12,0.08,0.16,0.64,216630,3311,1717,0.98,0.01,0.01,208254,11657,1747,0.94,0.05,0.01,27046,90114,35570,65247,0.23,0.76,0.35,0.64,3518,16763,3932,1354,12732,3922,2134,25723,7060,19520,112899,9990,0.14,0.65,0.15,0.08,0.71,0.22,0.06,0.74,0.2,0.14,0.79,0.07,4706,21222,40003,126774,17761,7026,0.18,0.8,0.24,0.75,0.71,0.28,3172,328,3172,328,3172,328,0.12,0.01,0.02,0,0.13,0.01,221658
4,14,H,110614,38481,6257,0.71,0.25,0.04,24593,113797,15712,1250,0.16,0.73,0.1,0.01,19998,2790,132564,0.13,0.02,0.85,110565,43908,879,0.71,0.28,0.01,155352,0,0,0,1,0,0,0,151544,2225,1583,0.98,0.01,0.01,145428,8340,1584,0.94,0.05,0.01,81841,25468,28749,12999,0.74,0.23,0.65,0.3,24593,113797,15712,0,0,0,0,0,0,0,0,0,0.16,0.73,0.1,0,0,0,0,0,0,0,0,0,15669,7509,81081,28865,13630,1938,0.64,0.31,0.71,0.25,0.87,0.12,1741,152,1741,152,1741,152,0.07,0.01,0.02,0,0.11,0.01,155352
