cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,poblacion_total
1,5,H,1369,1044,116,0.54,0.41,0.05,88,1983,357,101,0.03,0.78,0.14,0.04,78,25,2426,0.03,0.01,0.96,798,1634,97,0.32,0.65,0.04,2529,0,0,0,1,0,0,0,2298,121,110,0.91,0.05,0.04,2179,241,109,0.86,0.1,0.04,595,194,767,850,0.75,0.24,0.47,0.52,88,1983,357,0,0,0,0,0,0,0,0,0,0.03,0.78,0.14,0,0,0,0,0,0,0,0,0,54,31,1211,749,100,255,0.61,0.35,0.61,0.38,0.28,0.71,2529
1,5,M,437,1898,22,0.19,0.81,0.01,54,1753,534,16,0.02,0.74,0.23,0.01,118,34,2205,0.05,0.01,0.94,1234,1104,19,0.52,0.47,0.01,1021,775,412,149,0.43,0.33,0.17,0.06,2225,121,11,0.94,0.05,0,2060,285,12,0.87,0.12,0.01,160,1069,276,825,0.13,0.87,0.25,0.75,27,605,373,7,639,129,10,373,29,10,136,3,0.03,0.59,0.37,0.01,0.82,0.17,0.02,0.91,0.07,0.07,0.91,0.02,13,41,319,1425,103,430,0.24,0.76,0.18,0.81,0.19,0.81,2357
1,6,H,1521,583,54,0.7,0.27,0.03,101,1705,316,36,0.05,0.79,0.15,0.02,84,29,2045,0.04,0.01,0.95,1196,925,37,0.55,0.43,0.02,2158,0,0,0,1,0,0,0,2014,93,51,0.93,0.04,0.02,1870,236,52,0.87,0.11,0.02,955,231,566,350,0.8,0.19,0.61,0.38,101,1705,316,0,0,0,0,0,0,0,0,0,0.05,0.79,0.15,0,0,0,0,0,0,0,0,0,66,34,1266,421,188,126,0.65,0.34,0.74,0.25,0.59,0.4,2158
1,6,M,549,1629,33,0.25,0.74,0.01,77,1623,484,27,0.03,0.73,0.22,0.01,117,34,2060,0.05,0.02,0.93,1466,715,30,0.66,0.32,0.01,553,569,572,517,0.25,0.26,0.26,0.23,2092,95,24,0.95,0.04,0.01,1912,273,26,0.86,0.12,0.01,284,1181,264,447,0.19,0.81,0.37,0.63,21,304,205,10,394,162,18,466,87,28,459,30,0.04,0.55,0.37,0.02,0.69,0.28,0.03,0.81,0.15,0.05,0.89,0.06,12,64,331,1283,205,279,0.16,0.83,0.2,0.79,0.42,0.58,2211
1,7,H,1424,449,64,0.74,0.23,0.03,130,1513,251,43,0.07,0.78,0.13,0.02,97,30,1810,0.05,0.02,0.93,1352,548,37,0.7,0.28,0.02,1937,0,0,0,1,0,0,0,1813,76,48,0.94,0.04,0.02,1653,233,51,0.85,0.12,0.03,1060,277,362,172,0.78,0.2,0.66,0.31,130,1513,251,0,0,0,0,0,0,0,0,0,0.07,0.78,0.13,0,0,0,0,0,0,0,0,0,85,38,1153,339,178,69,0.65,0.29,0.76,0.22,0.71,0.27,1937
1,7,M,581,1409,27,0.29,0.7,0.01,99,1461,430,27,0.05,0.72,0.21,0.01,132,39,1846,0.07,0.02,0.92,1476,516,25,0.73,0.26,0.01,296,340,582,799,0.15,0.17,0.29,0.4,1930,63,24,0.96,0.03,0.01,1755,238,24,0.87,0.12,0.01,355,1117,224,290,0.24,0.76,0.43,0.56,24,159,91,10,192,137,10,426,143,55,684,59,0.08,0.54,0.31,0.03,0.56,0.4,0.02,0.73,0.25,0.07,0.86,0.07,25,73,351,1105,205,225,0.25,0.74,0.24,0.76,0.48,0.52,2017
1,8,H,1422,389,35,0.77,0.21,0.02,146,1437,238,25,0.08,0.78,0.13,0.01,98,35,1713,0.05,0.02,0.93,1354,466,26,0.73,0.25,0.01,1846,0,0,0,1,0,0,0,1745,66,35,0.95,0.04,0.02,1626,189,31,0.88,0.1,0.02,1089,256,331,132,0.8,0.19,0.71,0.28,146,1437,238,0,0,0,0,0,0,0,0,0,0.08,0.78,0.13,0,0,0,0,0,0,0,0,0,102,42,1131,296,187,51,0.7,0.29,0.79,0.21,0.79,0.21,1846
1,8,M,547,1252,30,0.3,0.68,0.02,128,1324,354,23,0.07,0.72,0.19,0.01,154,37,1638,0.08,0.02,0.9,1345,457,27,0.74,0.25,0.01,238,209,444,938,0.13,0.11,0.24,0.51,1761,47,21,0.96,0.03,0.01,1625,183,21,0.89,0.1,0.01,351,992,195,259,0.26,0.74,0.43,0.57,35,128,56,7,116,86,8,320,116,78,760,96,0.15,0.54,0.24,0.03,0.56,0.41,0.02,0.72,0.26,0.08,0.81,0.1,23,102,326,994,198,154,0.18,0.8,0.25,0.75,0.56,0.44,1829
1,9,H,1223,301,43,0.78,0.19,0.03,184,1176,173,34,0.12,0.75,0.11,0.02,89,26,1452,0.06,0.02,0.93,1168,374,25,0.75,0.24,0.02,1567,0,0,0,1,0,0,0,1491,38,38,0.95,0.02,0.02,1399,130,38,0.89,0.08,0.02,931,227,292,74,0.8,0.19,0.78,0.2,184,1176,173,0,0,0,0,0,0,0,0,0,0.12,0.75,0.11,0,0,0,0,0,0,0,0,0,136,44,941,223,142,30,0.74,0.24,0.8,0.19,0.82,0.17,1567
1,9,M,518,1064,14,0.32,0.67,0.01,161,1183,238,14,0.1,0.74,0.15,0.01,133,32,1431,0.08,0.02,0.9,1149,434,13,0.72,0.27,0.01,170,163,343,920,0.11,0.1,0.21,0.58,1539,46,11,0.96,0.03,0.01,1448,139,9,0.91,0.09,0.01,307,840,211,222,0.27,0.73,0.49,0.51,21,104,35,9,108,46,14,241,88,117,730,69,0.12,0.61,0.21,0.06,0.66,0.28,0.04,0.7,0.26,0.13,0.79,0.08,28,133,339,842,150,86,0.17,0.83,0.29,0.71,0.63,0.36,1596
1,10,H,1180,285,32,0.79,0.19,0.02,207,1140,134,16,0.14,0.76,0.09,0.01,90,34,1373,0.06,0.02,0.92,1124,360,13,0.75,0.24,0.01,1497,0,0,0,1,0,0,0,1455,19,23,0.97,0.01,0.02,1371,104,22,0.92,0.07,0.01,915,194,264,91,0.81,0.17,0.73,0.25,207,1140,134,0,0,0,0,0,0,0,0,0,0.14,0.76,0.09,0,0,0,0,0,0,0,0,0,157,47,917,206,102,32,0.76,0.23,0.8,0.18,0.76,0.24,1497
1,10,M,452,996,15,0.31,0.68,0.01,169,1103,177,14,0.12,0.75,0.12,0.01,153,32,1278,0.1,0.02,0.87,1040,411,12,0.71,0.28,0.01,151,115,248,949,0.1,0.08,0.17,0.65,1427,26,10,0.98,0.02,0.01,1366,87,10,0.93,0.06,0.01,265,774,186,221,0.25,0.74,0.45,0.54,21,100,19,7,75,32,8,184,56,133,744,70,0.14,0.66,0.13,0.06,0.65,0.28,0.03,0.74,0.23,0.14,0.78,0.07,37,130,291,809,123,54,0.22,0.77,0.26,0.73,0.69,0.31,1463
1,11,H,1083,280,41,0.77,0.2,0.03,213,1046,123,22,0.15,0.75,0.09,0.02,101,34,1269,0.07,0.02,0.9,1053,332,19,0.75,0.24,0.01,1404,0,0,0,1,0,0,0,1341,30,33,0.96,0.02,0.02,1285,90,29,0.92,0.06,0.02,847,193,236,87,0.8,0.18,0.71,0.26,213,1046,123,0,0,0,0,0,0,0,0,0,0.15,0.75,0.09,0,0,0,0,0,0,0,0,0,163,46,821,209,97,24,0.77,0.22,0.78,0.2,0.79,0.2,1404
1,11,M,392,871,15,0.31,0.68,0.01,188,942,130,18,0.15,0.74,0.1,0.01,137,25,1116,0.11,0.02,0.87,862,402,14,0.67,0.31,0.01,156,95,191,836,0.12,0.07,0.15,0.65,1244,24,10,0.97,0.02,0.01,1195,70,13,0.94,0.05,0.01,214,648,178,221,0.25,0.75,0.44,0.55,31,96,17,8,68,19,13,138,40,136,640,54,0.2,0.62,0.11,0.08,0.72,0.2,0.07,0.72,0.21,0.16,0.77,0.06,40,145,258,684,92,38,0.21,0.77,0.27,0.73,0.71,0.29,1278
1,12,H,921,213,22,0.8,0.18,0.02,244,823,76,13,0.21,0.71,0.07,0.01,80,25,1051,0.07,0.02,0.91,857,284,15,0.74,0.25,0.01,1156,0,0,0,1,0,0,0,1123,19,14,0.97,0.02,0.01,1074,67,15,0.93,0.06,0.01,703,152,217,61,0.82,0.18,0.76,0.21,244,823,76,0,0,0,0,0,0,0,0,0,0.21,0.71,0.07,0,0,0,0,0,0,0,0,0,203,39,651,163,66,10,0.83,0.16,0.79,0.2,0.87,0.13,1156
1,12,M,259,787,14,0.24,0.74,0.01,204,742,97,17,0.19,0.7,0.09,0.02,120,16,924,0.11,0.02,0.87,686,363,11,0.65,0.34,0.01,125,67,122,746,0.12,0.06,0.12,0.7,1026,25,9,0.97,0.02,0.01,996,57,7,0.94,0.05,0.01,132,550,127,234,0.19,0.8,0.35,0.64,25,85,7,10,43,13,9,86,26,160,528,51,0.2,0.68,0.06,0.15,0.64,0.19,0.07,0.7,0.21,0.21,0.71,0.07,18,183,168,571,70,27,0.09,0.9,0.23,0.77,0.72,0.28,1060
1,13,H,667,221,29,0.73,0.24,0.03,268,571,66,12,0.29,0.62,0.07,0.01,104,23,790,0.11,0.03,0.86,659,251,7,0.72,0.27,0.01,917,0,0,0,1,0,0,0,892,13,12,0.97,0.01,0.01,858,49,10,0.94,0.05,0.01,501,147,166,74,0.76,0.22,0.66,0.29,268,571,66,0,0,0,0,0,0,0,0,0,0.29,0.62,0.07,0,0,0,0,0,0,0,0,0,193,64,410,150,60,6,0.72,0.24,0.72,0.26,0.91,0.09,917
1,13,M,195,679,18,0.22,0.76,0.02,224,584,72,12,0.25,0.65,0.08,0.01,128,21,743,0.14,0.02,0.83,523,358,11,0.59,0.4,0.01,137,46,83,626,0.15,0.05,0.09,0.7,864,19,9,0.97,0.02,0.01,836,47,9,0.94,0.05,0.01,95,425,100,253,0.18,0.81,0.28,0.71,33,78,16,6,31,9,18,50,15,167,425,32,0.24,0.57,0.12,0.13,0.67,0.2,0.22,0.6,0.18,0.27,0.68,0.05,33,187,106,474,56,16,0.15,0.83,0.18,0.81,0.78,0.22,892
1,14,H,459,204,36,0.66,0.29,0.05,222,443,26,8,0.32,0.63,0.04,0.01,80,12,607,0.11,0.02,0.87,496,198,5,0.71,0.28,0.01,699,0,0,0,1,0,0,0,682,11,6,0.98,0.02,0.01,666,27,6,0.95,0.04,0.01,331,141,128,62,0.67,0.28,0.65,0.31,222,443,26,0,0,0,0,0,0,0,0,0,0.32,0.63,0.04,0,0,0,0,0,0,0,0,0,141,64,293,136,22,4,0.64,0.29,0.66,0.31,0.85,0.15,699
1,14,M,114,523,16,0.17,0.8,0.02,211,395,38,9,0.32,0.6,0.06,0.01,91,16,546,0.14,0.02,0.84,377,273,3,0.58,0.42,0,75,30,46,502,0.11,0.05,0.07,0.77,642,8,3,0.98,0.01,0,630,21,2,0.96,0.03,0,61,311,53,211,0.16,0.82,0.19,0.77,23,43,6,8,19,3,7,32,7,173,301,22,0.31,0.57,0.08,0.27,0.63,0.1,0.15,0.7,0.15,0.34,0.6,0.04,21,184,59,328,34,4,0.1,0.87,0.15,0.83,0.89,0.11,653
1,15,H,297,189,34,0.57,0.36,0.07,212,288,14,6,0.41,0.55,0.03,0.01,77,15,428,0.15,0.03,0.82,360,156,4,0.69,0.3,0.01,520,0,0,0,1,0,0,0,509,7,4,0.98,0.01,0.01,495,21,4,0.95,0.04,0.01,220,121,77,68,0.61,0.34,0.49,0.44,212,288,14,0,0,0,0,0,0,0,0,0,0.41,0.55,0.03,0,0,0,0,0,0,0,0,0,110,85,175,100,12,2,0.52,0.4,0.61,0.35,0.86,0.14,520
1,15,M,45,419,23,0.09,0.86,0.05,176,284,19,8,0.36,0.58,0.04,0.02,77,13,397,0.16,0.03,0.82,216,266,5,0.44,0.55,0.01,53,19,26,389,0.11,0.04,0.05,0.8,481,2,4,0.99,0,0.01,471,12,4,0.97,0.02,0.01,16,195,29,223,0.07,0.9,0.11,0.84,18,30,1,6,12,1,9,12,5,143,230,12,0.34,0.57,0.02,0.32,0.63,0.05,0.35,0.46,0.19,0.37,0.59,0.03,10,157,20,254,14,5,0.06,0.89,0.07,0.89,0.74,0.26,487
1,16,H,190,169,45,0.47,0.42,0.11,179,217,5,3,0.44,0.54,0.01,0.01,66,15,323,0.16,0.04,0.8,271,130,3,0.67,0.32,0.01,404,0,0,0,1,0,0,0,396,4,4,0.98,0.01,0.01,386,14,4,0.96,0.03,0.01,139,106,51,63,0.51,0.39,0.39,0.48,179,217,5,0,0,0,0,0,0,0,0,0,0.44,0.54,0.01,0,0,0,0,0,0,0,0,0,77,83,111,85,2,1,0.43,0.46,0.51,0.39,0.4,0.2,404
1,16,M,31,363,19,0.08,0.88,0.05,178,226,8,1,0.43,0.55,0.02,0,79,12,322,0.19,0.03,0.78,140,273,0,0.34,0.66,0,62,13,16,322,0.15,0.03,0.04,0.78,409,3,1,0.99,0.01,0,402,10,1,0.97,0.02,0,10,125,21,238,0.07,0.89,0.08,0.87,24,34,4,7,6,0,5,11,0,142,175,4,0.39,0.55,0.06,0.54,0.46,0,0.31,0.69,0,0.44,0.54,0.01,9,156,18,202,4,4,0.05,0.88,0.08,0.89,0.5,0.5,413
1,17,H,75,119,48,0.31,0.49,0.2,129,108,1,4,0.53,0.45,0,0.02,44,7,191,0.18,0.03,0.79,138,104,0,0.57,0.43,0,242,0,0,0,1,0,0,0,237,3,2,0.98,0.01,0.01,233,8,1,0.96,0.03,0,46,67,29,52,0.33,0.49,0.28,0.5,129,108,1,0,0,0,0,0,0,0,0,0,0.53,0.45,0,0,0,0,0,0,0,0,0,0,37,62,35,56,1,0,0.29,0.48,0.32,0.52,1,0,242
1,17,M,18,227,28,0.07,0.83,0.1,133,131,2,7,0.49,0.48,0.01,0.03,55,6,212,0.2,0.02,0.78,82,185,6,0.3,0.68,0.02,42,8,11,212,0.15,0.03,0.04,0.78,264,1,8,0.97,0,0.03,258,7,8,0.95,0.03,0.03,7,68,11,159,0.09,0.83,0.06,0.86,19,17,0,4,3,1,2,9,0,108,102,1,0.45,0.4,0,0.5,0.38,0.13,0.18,0.82,0,0.51,0.48,0,3,116,13,109,1,1,0.02,0.87,0.1,0.83,0.5,0.5,273
1,18,H,33,98,18,0.22,0.66,0.12,84,62,1,2,0.56,0.42,0.01,0.01,18,2,129,0.12,0.01,0.87,82,66,1,0.55,0.44,0.01,149,0,0,0,1,0,0,0,144,2,3,0.97,0.01,0.02,136,10,3,0.91,0.07,0.02,26,48,7,50,0.32,0.59,0.11,0.76,84,62,1,0,0,0,0,0,0,0,0,0,0.56,0.42,0.01,0,0,0,0,0,0,0,0,0,13,60,19,37,1,0,0.15,0.71,0.31,0.6,1,0,149
1,18,M,9,99,22,0.07,0.76,0.17,59,67,0,4,0.45,0.52,0,0.03,24,5,101,0.18,0.04,0.78,20,107,3,0.15,0.82,0.02,18,3,2,107,0.14,0.02,0.02,0.82,127,0,3,0.98,0,0.02,126,1,3,0.97,0.01,0.02,2,14,7,85,0.1,0.7,0.07,0.79,9,6,0,1,2,0,0,2,0,49,57,0,0.5,0.33,0,0.33,0.67,0,0,1,0,0.46,0.53,0,2,46,7,52,0,0,0.03,0.78,0.1,0.78,0,0,130
1,19,H,6,37,9,0.12,0.71,0.17,34,17,0,1,0.65,0.33,0,0.02,10,0,42,0.19,0,0.81,24,26,2,0.46,0.5,0.04,52,0,0,0,1,0,0,0,49,1,2,0.94,0.02,0.04,47,3,2,0.9,0.06,0.04,3,20,3,17,0.13,0.83,0.12,0.65,34,17,0,0,0,0,0,0,0,0,0,0,0.65,0.33,0,0,0,0,0,0,0,0,0,0,4,25,2,12,0,0,0.12,0.74,0.12,0.71,0,0,52
1,19,M,7,42,23,0.1,0.58,0.32,35,35,0,2,0.49,0.49,0,0.03,10,0,62,0.14,0,0.86,8,64,0,0.11,0.89,0,14,4,2,52,0.19,0.06,0.03,0.72,71,1,0,0.99,0.01,0,69,3,0,0.96,0.04,0,1,5,6,37,0.13,0.63,0.09,0.58,3,11,0,2,2,0,2,0,0,28,22,0,0.21,0.79,0,0.5,0.5,0,1,0,0,0.54,0.42,0,2,22,5,19,0,0,0.06,0.63,0.14,0.54,0,0,72
1,20,H,3,8,5,0.19,0.5,0.31,10,5,1,0,0.63,0.31,0.06,0,3,1,12,0.19,0.06,0.75,0,16,0,0,1,0,16,0,0,0,1,0,0,0,14,1,1,0.88,0.06,0.06,14,1,1,0.88,0.06,0.06,0,0,3,8,0,0,0.19,0.5,10,5,1,0,0,0,0,0,0,0,0,0,0.63,0.31,0.06,0,0,0,0,0,0,0,0,0,1,5,1,3,1,0,0.1,0.5,0.2,0.6,1,0,16
1,20,M,1,18,3,0.05,0.82,0.14,13,9,0,0,0.59,0.41,0,0,2,1,19,0.09,0.05,0.86,2,20,0,0.09,0.91,0,1,0,0,21,0.05,0,0,0.95,22,0,0,1,0,0,22,0,0,1,0,0,0,1,1,17,0,0.5,0.05,0.85,1,0,0,0,0,0,0,0,0,12,9,0,1,0,0,0,0,0,0,0,0,0.57,0.43,0,0,10,1,8,0,0,0,0.77,0.11,0.89,0,0,22
1,21,H,3,0,1,0.75,0,0.25,1,1,2,0,0.25,0.25,0.5,0,0,0,4,0,0,1,3,1,0,0.75,0.25,0,4,0,0,0,1,0,0,0,4,0,0,1,0,0,3,1,0,0.75,0.25,0,3,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4
1,21,M,1,5,0,0.17,0.83,0,3,3,0,0,0.5,0.5,0,0,0,0,6,0,0,1,3,3,0,0.5,0.5,0,0,0,1,5,0,0,0.17,0.83,6,0,0,1,0,0,6,0,0,1,0,0,1,2,0,3,0.33,0.67,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0.4,0.6,0,0,3,1,2,0,0,0,1,0.33,0.67,0,0,6
2,1,H,0,0,577,0,0,1,0,0,0,577,0,0,0,1,34,10,533,0.06,0.02,0.92,0,0,577,0,0,1,577,0,0,0,1,0,0,0,413,8,156,0.72,0.01,0.27,0,0,577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
2,1,M,0,0,522,0,0,1,0,0,0,522,0,0,0,1,33,11,478,0.06,0.02,0.92,0,0,522,0,0,1,522,0,0,0,1,0,0,0,405,5,112,0.78,0.01,0.21,0,0,522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
2,2,H,0,0,621,0,0,1,50,529,0,42,0.08,0.85,0,0.07,24,8,589,0.04,0.01,0.95,0,0,621,0,0,1,621,0,0,0,1,0,0,0,581,6,34,0.94,0.01,0.05,547,27,47,0.88,0.04,0.08,0,0,0,0,0,0,0,0,50,529,0,0,0,0,0,0,0,0,0,0,0.08,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621
2,2,M,0,0,627,0,0,1,55,529,0,43,0.09,0.84,0,0.07,25,5,597,0.04,0.01,0.95,0,0,627,0,0,1,627,0,0,0,1,0,0,0,570,5,52,0.91,0.01,0.08,553,17,57,0.88,0.03,0.09,0,0,0,0,0,0,0,0,55,529,0,0,0,0,0,0,0,0,0,0,0.09,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627
2,3,H,14,513,83,0.02,0.84,0.14,34,552,0,24,0.06,0.9,0,0.04,19,4,587,0.03,0.01,0.96,33,508,69,0.05,0.83,0.11,610,0,0,0,1,0,0,0,553,7,50,0.91,0.01,0.08,541,23,46,0.89,0.04,0.08,4,27,7,468,0.12,0.82,0.01,0.92,34,552,0,0,0,0,0,0,0,0,0,0,0.06,0.9,0,0,0,0,0,0,0,0,0,0,4,28,8,477,0,0,0.12,0.82,0.01,0.86,0,0,610
2,3,M,10,479,90,0.02,0.83,0.16,34,528,0,17,0.06,0.91,0,0.03,23,7,549,0.04,0.01,0.95,18,481,80,0.03,0.83,0.14,573,4,0,2,0.99,0.01,0,0,508,7,64,0.88,0.01,0.11,504,17,58,0.87,0.03,0.1,1,16,8,448,0.06,0.89,0.02,0.93,33,523,0,1,3,0,0,0,0,0,2,0,0.06,0.91,0,0.25,0.75,0,0,0,0,0,1,0,3,26,6,448,0,0,0.09,0.76,0.01,0.85,0,0,579
2,4,H,78,411,89,0.13,0.71,0.15,49,476,8,45,0.08,0.82,0.01,0.08,16,5,557,0.03,0.01,0.96,43,434,101,0.07,0.75,0.17,578,0,0,0,1,0,0,0,499,6,73,0.86,0.01,0.13,485,18,75,0.84,0.03,0.13,12,31,64,366,0.28,0.72,0.15,0.84,49,476,8,0,0,0,0,0,0,0,0,0,0.08,0.82,0.01,0,0,0,0,0,0,0,0,0,14,33,61,366,1,7,0.29,0.67,0.13,0.77,0.13,0.88,578
2,4,M,27,449,61,0.05,0.84,0.11,34,470,11,22,0.06,0.88,0.02,0.04,19,9,509,0.04,0.02,0.95,125,344,68,0.23,0.64,0.13,442,74,16,5,0.82,0.14,0.03,0.01,475,12,50,0.88,0.02,0.09,463,24,50,0.86,0.04,0.09,12,111,15,325,0.1,0.89,0.04,0.94,27,384,10,5,67,1,2,14,0,0,5,0,0.06,0.87,0.02,0.07,0.91,0.01,0.13,0.88,0,0,1,0,4,29,22,403,0,11,0.12,0.85,0.05,0.86,0,1,537
2,5,H,154,287,49,0.31,0.59,0.1,47,370,29,44,0.1,0.76,0.06,0.09,17,4,469,0.03,0.01,0.96,148,292,50,0.3,0.6,0.1,490,0,0,0,1,0,0,0,440,11,39,0.9,0.02,0.08,435,13,42,0.89,0.03,0.09,62,82,92,199,0.42,0.55,0.32,0.68,47,370,29,0,0,0,0,0,0,0,0,0,0.1,0.76,0.06,0,0,0,0,0,0,0,0,0,9,36,135,223,7,22,0.19,0.77,0.36,0.6,0.24,0.76,490
2,5,M,76,317,24,0.18,0.76,0.06,46,312,37,22,0.11,0.75,0.09,0.05,25,1,391,0.06,0,0.94,201,187,29,0.48,0.45,0.07,224,91,70,32,0.54,0.22,0.17,0.08,392,14,11,0.94,0.03,0.03,383,23,11,0.92,0.06,0.03,30,165,45,142,0.15,0.82,0.24,0.76,21,158,29,7,77,5,11,54,2,7,23,1,0.09,0.71,0.13,0.08,0.85,0.05,0.16,0.77,0.03,0.22,0.72,0.03,7,37,52,246,14,23,0.15,0.8,0.17,0.79,0.38,0.62,417
2,6,H,170,163,22,0.48,0.46,0.06,37,255,39,24,0.1,0.72,0.11,0.07,15,4,336,0.04,0.01,0.95,210,124,21,0.59,0.35,0.06,355,0,0,0,1,0,0,0,328,8,19,0.92,0.02,0.05,314,24,17,0.88,0.07,0.05,109,96,57,67,0.52,0.46,0.46,0.54,37,255,39,0,0,0,0,0,0,0,0,0,0.1,0.72,0.11,0,0,0,0,0,0,0,0,0,12,23,128,124,28,11,0.32,0.62,0.5,0.49,0.72,0.28,355
2,6,M,71,258,14,0.21,0.75,0.04,44,245,33,21,0.13,0.71,0.1,0.06,15,7,321,0.04,0.02,0.94,226,100,17,0.66,0.29,0.05,130,60,72,81,0.38,0.17,0.21,0.24,321,13,9,0.94,0.04,0.03,309,28,6,0.9,0.08,0.02,50,173,20,79,0.22,0.77,0.2,0.79,23,81,16,6,48,5,2,57,9,13,59,3,0.18,0.62,0.12,0.1,0.8,0.08,0.03,0.79,0.13,0.16,0.73,0.04,3,41,53,186,12,21,0.07,0.93,0.22,0.76,0.36,0.64,343
2,7,H,166,112,12,0.57,0.39,0.04,59,190,27,14,0.2,0.66,0.09,0.05,17,2,271,0.06,0.01,0.93,199,79,12,0.69,0.27,0.04,290,0,0,0,1,0,0,0,276,4,10,0.95,0.01,0.03,266,15,9,0.92,0.05,0.03,120,77,45,34,0.6,0.39,0.57,0.43,59,190,27,0,0,0,0,0,0,0,0,0,0.2,0.66,0.09,0,0,0,0,0,0,0,0,0,28,29,119,70,14,13,0.47,0.49,0.63,0.37,0.52,0.48,290
