,u_dpto,u_mpio,poblacion,alfabetizacion,analfabetismo,escolarizado,descolarizado,remunerado,no_remunerado,atencion_formal,atencion_informal,no_necesita_atencion,sexo_m,sexo_f,departamento,municipio,labels
177,15,690,3109,0.851078,0.148922,0.865552,0.134448,0.369894,0.630106,0.077195,0.012544,0.910261,1602,1507,BOYACA,SANTA MARIA,4
178,15,693,11329,0.889134,0.110866,0.894695,0.105305,0.341689,0.658311,0.08209,0.00971,0.9082,5927,5402,BOYACA,SANTA ROSA DE VITERBO,4
179,15,696,2959,0.839811,0.160189,0.862116,0.137884,0.424468,0.575532,0.068266,0.007773,0.923961,1489,1470,BOYACA,SANTA SOFIA,4
180,15,720,2026,0.861303,0.138697,0.871175,0.128825,0.143139,0.856861,0.145607,0.018263,0.83613,1028,998,BOYACA,SATIVANORTE,0
181,15,753,8538,0.873272,0.126728,0.886039,0.113961,0.383462,0.616538,0.105997,0.004451,0.889553,4062,4476,BOYACA,SOATA,4
182,15,755,7133,0.813543,0.186457,0.848311,0.151689,0.245339,0.754661,0.104444,0.013599,0.881957,3769,3364,BOYACA,SOCOTA,0
183,15,757,7509,0.867892,0.132108,0.886003,0.113997,0.350779,0.649221,0.031962,0.00253,0.965508,3728,3781,BOYACA,SOCHA,4
184,15,759,120462,0.892132,0.107868,0.897843,0.102157,0.428085,0.571915,0.111438,0.010194,0.878368,57199,63263,BOYACA,SOGAMOSO,3
185,15,761,2377,0.817417,0.182583,0.8435,0.1565,0.318048,0.681952,0.175852,0.038704,0.785444,1164,1213,BOYACA,SOMONDOCO,0
186,15,764,5904,0.844512,0.155488,0.870766,0.129234,0.337737,0.662263,0.173272,0.015583,0.811145,2941,2963,BOYACA,SORACA,0
187,15,778,3501,0.842331,0.157669,0.876035,0.123965,0.285347,0.714653,0.082548,0.018852,0.8986,1710,1791,BOYACA,SUTATENZA,0
188,15,790,5150,0.873592,0.126408,0.896311,0.103689,0.270291,0.729709,0.064272,0.004854,0.930874,2588,2562,BOYACA,TASCO,0
189,15,798,3461,0.876914,0.123086,0.900318,0.099682,0.354811,0.645189,0.160069,0.052586,0.787345,1705,1756,BOYACA,TENZA,0
190,15,804,7966,0.830655,0.169345,0.858398,0.141602,0.289731,0.710269,0.084861,0.003389,0.91175,3942,4024,BOYACA,TIBANA,0
191,15,835,5856,0.860656,0.139344,0.879611,0.120389,0.282616,0.717384,0.140881,0.025102,0.834016,2898,2958,BOYACA,TURMEQUE,0
192,15,837,8154,0.874172,0.125828,0.890483,0.109517,0.313711,0.686289,0.087687,0.015207,0.897106,3971,4183,BOYACA,TUTA,0
193,15,861,13984,0.863701,0.136299,0.888301,0.111699,0.408538,0.591462,0.128289,0.015375,0.856336,6937,7047,BOYACA,VENTAQUEMADA,3
194,15,897,4301,0.815392,0.184608,0.834457,0.165543,0.187166,0.812834,0.070449,0.004185,0.925366,2180,2121,BOYACA,ZETAQUIRA,1
195,17,001,400436,0.906037,0.093963,0.914788,0.085212,0.482636,0.517364,0.119078,0.014574,0.866348,189095,211341,CALDAS,MANIZALES,3
196,17,013,20712,0.854625,0.145375,0.884029,0.115971,0.437379,0.562621,0.092072,0.009994,0.897934,10352,10360,CALDAS,AGUADAS,3
197,17,042,31811,0.87124,0.12876,0.89183,0.10817,0.418094,0.581906,0.117129,0.013329,0.869542,15843,15968,CALDAS,ANSERMA,3
198,17,088,9690,0.820021,0.179979,0.840454,0.159546,0.399897,0.600103,0.091847,0.014035,0.894118,4930,4760,CALDAS,BELALCAZAR,4
199,17,174,48484,0.882559,0.117441,0.894976,0.105024,0.433628,0.566372,0.107211,0.009838,0.882951,23279,25205,CALDAS,CHINCHINA,3
200,17,272,9630,0.856594,0.143406,0.86999,0.13001,0.382555,0.617445,0.108619,0.006334,0.885047,4847,4783,CALDAS,FILADELFIA,4
201,17,380,70802,0.856953,0.143047,0.874227,0.125773,0.405342,0.594658,0.061312,0.007076,0.931612,34356,36446,CALDAS,LA DORADA,4
202,17,433,16532,0.85271,0.14729,0.867167,0.132833,0.395294,0.604706,0.136463,0.016755,0.846782,8376,8156,CALDAS,MANZANARES,4
203,17,444,12146,0.840771,0.159229,0.860695,0.139305,0.368599,0.631401,0.094599,0.028322,0.877079,6163,5983,CALDAS,MARQUETALIA,4
204,17,486,20495,0.860112,0.139888,0.876848,0.123152,0.409515,0.590485,0.055379,0.003708,0.940912,10295,10200,CALDAS,NEIRA,4
205,17,513,13214,0.848343,0.151657,0.870138,0.129862,0.407447,0.592553,0.06039,0.00613,0.93348,6677,6537,CALDAS,PACORA,4
206,17,524,13560,0.846755,0.153245,0.86969,0.13031,0.438274,0.561726,0.070501,0.011504,0.917994,6862,6698,CALDAS,PALESTINA,3
207,17,541,17342,0.846673,0.153327,0.878907,0.121093,0.405144,0.594856,0.108234,0.010783,0.880983,8785,8557,CALDAS,PENSILVANIA,4
208,17,614,48329,0.879327,0.120673,0.902833,0.097167,0.412796,0.587204,0.100912,0.014319,0.884769,23803,24526,CALDAS,RIOSUCIO,3
209,17,653,16759,0.857987,0.142013,0.887821,0.112179,0.406647,0.593353,0.08121,0.014142,0.904648,8431,8328,CALDAS,SALAMINA,4
210,17,662,17466,0.833162,0.166838,0.857724,0.142276,0.390874,0.609126,0.106378,0.014714,0.878908,8927,8539,CALDAS,SAMANA,4
211,17,665,4524,0.829355,0.170645,0.861627,0.138373,0.407604,0.592396,0.117153,0.017683,0.865164,2328,2196,CALDAS,SAN JOSE,4
212,17,867,8172,0.832966,0.167034,0.848752,0.151248,0.417156,0.582844,0.075135,0.006363,0.918502,4036,4136,CALDAS,VICTORIA,4
213,17,873,62831,0.896086,0.103914,0.906559,0.093441,0.468781,0.531219,0.086788,0.019417,0.893794,30290,32541,CALDAS,VILLAMARIA,3
214,17,877,12432,0.873713,0.126287,0.896396,0.103604,0.43573,0.56427,0.103362,0.008366,0.888272,5889,6543,CALDAS,VITERBO,3
215,18,001,156789,0.843969,0.156031,0.860698,0.139302,0.368954,0.631046,0.072122,0.014376,0.913502,77620,79169,CAQUETA,FLORENCIA,4
216,18,029,4514,0.846035,0.153965,0.869296,0.130704,0.332521,0.667479,0.061365,0.0144,0.924236,2323,2191,CAQUETA,ALBANIA,4
217,18,094,9075,0.788209,0.211791,0.825344,0.174656,0.243636,0.756364,0.065455,0.014986,0.919559,4551,4524,CAQUETA,BELEN DE LOS ANDAQUIES,1
218,18,150,27939,0.774902,0.225098,0.804467,0.195533,0.28777,0.71223,0.075951,0.029099,0.89495,14367,13572,CAQUETA,CARTAGENA DEL CHAIRA,1
219,18,205,7518,0.795557,0.204443,0.843176,0.156824,0.280261,0.719739,0.102288,0.028199,0.869513,3801,3717,CAQUETA,CURILLO,1
220,18,247,17775,0.827623,0.172377,0.850352,0.149648,0.334008,0.665992,0.109592,0.032124,0.858284,8790,8985,CAQUETA,EL DONCELLO,0
221,18,256,13014,0.810358,0.189642,0.836407,0.163593,0.364146,0.635854,0.13109,0.050561,0.818349,6601,6413,CAQUETA,EL PAUJIL,0
222,18,410,12128,0.810686,0.189314,0.849522,0.150478,0.319591,0.680409,0.065881,0.02185,0.912269,6437,5691,CAQUETA,LA MONTA�ITA,1
223,18,460,7507,0.786866,0.213134,0.837885,0.162115,0.275476,0.724524,0.027574,0.016518,0.955908,3953,3554,CAQUETA,MILAN,1
224,18,592,24395,0.803484,0.196516,0.819348,0.180652,0.299939,0.700061,0.11199,0.039885,0.848125,12456,11939,CAQUETA,PUERTO RICO,1
225,18,610,11364,0.817318,0.182682,0.854453,0.145547,0.306318,0.693682,0.096093,0.035375,0.868532,5812,5552,CAQUETA,SAN JOSE DEL FRAGUA,0
226,18,753,42390,0.784124,0.215876,0.802548,0.197452,0.336188,0.663812,0.071597,0.018825,0.909578,22278,20112,CAQUETA,SAN VICENTE DEL CAGUAN,1
227,18,756,10331,0.752492,0.247508,0.777563,0.222437,0.224276,0.775724,0.056529,0.044429,0.899042,5703,4628,CAQUETA,SOLANO,1
228,18,785,5431,0.79083,0.20917,0.826367,0.173633,0.334193,0.665807,0.0696,0.034064,0.896336,2773,2658,CAQUETA,SOLITA,1
229,18,860,6082,0.820289,0.179711,0.849227,0.150773,0.27047,0.72953,0.045709,0.011509,0.942782,3204,2878,CAQUETA,VALPARAISO,1
230,19,001,277270,0.885963,0.114037,0.897237,0.102763,0.41382,0.58618,0.132091,0.031976,0.835932,133282,143988,CAUCA,POPAYAN,3
231,19,075,18910,0.831359,0.168641,0.855156,0.144844,0.366631,0.633369,0.114437,0.033633,0.85193,9513,9397,CAUCA,BALBOA,4
232,19,100,35837,0.832826,0.167174,0.868599,0.131401,0.351843,0.648157,0.057817,0.007953,0.93423,18234,17603,CAUCA,BOLIVAR,4
233,19,110,25257,0.811735,0.188265,0.858772,0.141228,0.356654,0.643346,0.087223,0.023479,0.889298,12616,12641,CAUCA,BUENOS AIRES,4
234,19,130,32237,0.808295,0.191705,0.850017,0.149983,0.263362,0.736638,0.108416,0.030245,0.861339,16538,15699,CAUCA,CAJIBIO,0
235,19,137,36139,0.778992,0.221008,0.828745,0.171255,0.296217,0.703783,0.102632,0.041672,0.855696,18475,17664,CAUCA,CALDONO,1
236,19,142,25416,0.831563,0.168437,0.858278,0.141722,0.338802,0.661198,0.092461,0.022899,0.88464,12637,12779,CAUCA,CALOTO,4
237,19,212,21975,0.825529,0.174471,0.85033,0.14967,0.384801,0.615199,0.125233,0.023754,0.851013,10983,10992,CAUCA,CORINTO,4
238,19,256,38688,0.824726,0.175274,0.856364,0.143636,0.345533,0.654467,0.130997,0.039909,0.829094,19883,18805,CAUCA,EL TAMBO,0
239,19,318,24037,0.713359,0.286641,0.771561,0.228439,0.289595,0.710405,0.038441,0.004784,0.956775,11951,12086,CAUCA,GUAPI,1
240,19,355,26571,0.785405,0.214595,0.830793,0.169207,0.260585,0.739415,0.106846,0.074141,0.819013,13484,13087,CAUCA,INZA,0
241,19,418,15154,0.707998,0.292002,0.747129,0.252871,0.168932,0.831068,0.071862,0.030619,0.897519,7708,7446,CAUCA,LOPEZ,2
242,19,450,14824,0.836886,0.163114,0.862385,0.137615,0.342822,0.657178,0.149487,0.021789,0.828724,7427,7397,CAUCA,MERCADERES,0
243,19,455,28662,0.865048,0.134952,0.884865,0.115135,0.391668,0.608332,0.114333,0.021387,0.86428,14042,14620,CAUCA,MIRANDA,4
244,19,517,37666,0.777757,0.222243,0.814687,0.185313,0.29058,0.70942,0.06632,0.018213,0.915468,19285,18381,CAUCA,PAEZ,1
245,19,532,28586,0.829427,0.170573,0.85325,0.14675,0.288673,0.711327,0.113062,0.006961,0.879976,13919,14667,CAUCA,PATIA,0
246,19,548,33431,0.845263,0.154737,0.871855,0.128145,0.373007,0.626993,0.121713,0.015584,0.862702,16572,16859,CAUCA,PIENDAMO,4
247,19,573,40244,0.879361,0.120639,0.890667,0.109333,0.403315,0.596685,0.043758,0.007653,0.948589,18700,21544,CAUCA,PUERTO TEJADA,4
248,19,585,14952,0.836945,0.163055,0.874331,0.125669,0.351993,0.648007,0.092764,0.038055,0.869181,7486,7466,CAUCA,PURACE,4
249,19,698,96032,0.868721,0.131279,0.885559,0.114441,0.413425,0.586575,0.086981,0.017067,0.895951,46855,49177,CAUCA,SANTANDER DE QUILICHAO,3
250,19,701,5045,0.843211,0.156789,0.874331,0.125669,0.19227,0.80773,0.15441,0.131417,0.714172,2645,2400,CAUCA,SANTA ROSA,0
251,19,743,33508,0.803271,0.196729,0.828877,0.171123,0.387549,0.612451,0.094813,0.02474,0.880446,16691,16817,CAUCA,SILVIA,4
252,19,760,11958,0.873307,0.126693,0.893126,0.106874,0.362352,0.637648,0.079612,0.013297,0.907091,5976,5982,CAUCA,SOTARA,4
253,19,780,19690,0.825698,0.174302,0.855409,0.144591,0.334129,0.665871,0.079228,0.019401,0.901371,9942,9748,CAUCA,SUAREZ,4
254,19,807,32217,0.860726,0.139274,0.886582,0.113418,0.317596,0.682404,0.183723,0.074278,0.742,15980,16237,CAUCA,TIMBIO,0
255,19,809,21618,0.690767,0.309233,0.742021,0.257979,0.251781,0.748219,0.081922,0.022157,0.89592,10920,10698,CAUCA,TIMBIQUI,2
256,20,001,459349,0.838474,0.161526,0.848712,0.151288,0.352603,0.647397,0.085573,0.028612,0.885814,223735,235614,CESAR,VALLEDUPAR,4
257,20,011,95878,0.817602,0.182398,0.830044,0.169956,0.360907,0.639093,0.100857,0.047592,0.851551,46595,49283,CESAR,AGUACHICA,4
258,20,013,58621,0.790212,0.209788,0.818376,0.181624,0.320465,0.679535,0.091025,0.024428,0.884546,29420,29201,CESAR,AGUSTIN CODAZZI,1
259,20,175,30289,0.756677,0.243323,0.807653,0.192347,0.291261,0.708739,0.068408,0.018323,0.913269,15257,15032,CESAR,CHIMICHAGUA,1
260,20,178,27006,0.791306,0.208694,0.826113,0.173887,0.300193,0.699807,0.052951,0.015515,0.931534,13480,13526,CESAR,CHIRIGUANA,1
261,20,310,4053,0.761658,0.238342,0.792993,0.207007,0.364175,0.635825,0.099186,0.021959,0.878855,2125,1928,CESAR,GONZALEZ,1
262,20,443,9313,0.804467,0.195533,0.821755,0.178245,0.315366,0.684634,0.0655,0.019543,0.914958,4696,4617,CESAR,MANAURE,1
263,20,550,18497,0.76753,0.23247,0.789804,0.210196,0.314105,0.685895,0.101584,0.030978,0.867438,9299,9198,CESAR,PELAYA,1
264,20,570,22929,0.641676,0.358324,0.638536,0.361464,0.162502,0.837498,0.072397,0.045488,0.882114,11663,11266,CESAR,PUEBLO BELLO,2
265,20,710,23040,0.82704,0.17296,0.839757,0.160243,0.401866,0.598134,0.097917,0.008464,0.89362,11496,11544,CESAR,SAN ALBERTO,4
266,23,001,433723,0.853321,0.146679,0.866288,0.133712,0.381781,0.618219,0.048589,0.008916,0.942496,210379,223344,CORDOBA,MONTERIA,4
267,23,162,96252,0.847006,0.152994,0.853956,0.146044,0.352107,0.647893,0.075874,0.022971,0.901155,47093,49159,CORDOBA,CERETE,4
268,23,182,42680,0.809583,0.190417,0.825469,0.174531,0.295033,0.704967,0.03538,0.003022,0.961598,21684,20996,CORDOBA,CHINU,1
269,23,350,13742,0.772449,0.227551,0.795008,0.204992,0.306578,0.693422,0.063601,0.008077,0.928322,6872,6870,CORDOBA,LA APARTADA,1
270,23,417,98491,0.818897,0.181103,0.828472,0.171528,0.316973,0.683027,0.073611,0.008955,0.917434,48502,49989,CORDOBA,LORICA,1
271,23,466,71824,0.818946,0.181054,0.83958,0.16042,0.326604,0.673396,0.115129,0.017014,0.867858,35174,36650,CORDOBA,MONTELIBANO,0
272,23,555,60259,0.816857,0.183143,0.832971,0.167029,0.338389,0.661611,0.081316,0.009592,0.909092,29635,30624,CORDOBA,PLANETA RICA,4
273,23,660,94020,0.81705,0.18295,0.830813,0.169187,0.338673,0.661327,0.084227,0.011593,0.90418,46616,47404,CORDOBA,SAHAGUN,4
274,23,670,42046,0.714027,0.285973,0.739737,0.260263,0.174785,0.825215,0.065428,0.008419,0.926152,21865,20181,CORDOBA,SAN ANDRES DE SOTAVENTO,2
275,23,686,40617,0.840978,0.159022,0.84472,0.15528,0.294901,0.705099,0.069306,0.00975,0.920944,20561,20056,CORDOBA,SAN PELAYO,1
276,23,807,86578,0.75123,0.24877,0.774515,0.225485,0.289103,0.710897,0.102312,0.02034,0.877348,43876,42702,CORDOBA,TIERRALTA,1
277,25,001,10742,0.888103,0.111897,0.889034,0.110966,0.446565,0.553435,0.043753,0.004841,0.951406,5188,5554,CUNDINAMARCA,AGUA DE DIOS,3
278,25,019,6136,0.865711,0.134289,0.888038,0.111962,0.409713,0.590287,0.142601,0.039276,0.818123,3166,2970,CUNDINAMARCA,ALBAN,3
279,25,035,12241,0.886774,0.113226,0.89576,0.10424,0.506658,0.493342,0.079814,0.016012,0.904174,6080,6161,CUNDINAMARCA,ANAPOIMA,3
280,25,040,12204,0.860128,0.139872,0.872501,0.127499,0.451082,0.548918,0.125942,0.01057,0.863487,6287,5917,CUNDINAMARCA,ANOLAIMA,3
281,25,053,10005,0.875062,0.124938,0.887356,0.112644,0.444778,0.555222,0.06057,0.006397,0.933033,5099,4906,CUNDINAMARCA,ARBELAEZ,3
282,25,123,9274,0.867587,0.132413,0.883006,0.116994,0.486629,0.513371,0.115484,0.020595,0.863921,4731,4543,CUNDINAMARCA,CACHIPAY,3
283,25,126,81111,0.904649,0.095351,0.9091,0.0909,0.522494,0.477506,0.077129,0.014782,0.908089,39001,42110,CUNDINAMARCA,CAJICA,3
284,25,148,10301,0.846908,0.153092,0.855548,0.144452,0.450345,0.549655,0.042229,0.003301,0.95447,5444,4857,CUNDINAMARCA,CAPARRAPI,3
285,25,151,15594,0.890022,0.109978,0.898358,0.101642,0.438951,0.561049,0.131461,0.005066,0.863473,7930,7664,CUNDINAMARCA,CAQUEZA,3
286,25,154,7345,0.878693,0.121307,0.892444,0.107556,0.323894,0.676106,0.156025,0.004493,0.839483,3814,3531,CUNDINAMARCA,CARMEN DE CARUPA,0
287,25,175,129613,0.911313,0.088687,0.910734,0.089266,0.525511,0.474489,0.094759,0.014898,0.890343,62217,67396,CUNDINAMARCA,CHIA,3
288,25,178,8633,0.882196,0.117804,0.894938,0.105062,0.398355,0.601645,0.061392,0.002548,0.936059,4392,4241,CUNDINAMARCA,CHIPAQUE,4
289,25,181,10397,0.904876,0.095124,0.914975,0.085025,0.390113,0.609887,0.106665,0.021929,0.871405,5193,5204,CUNDINAMARCA,CHOACHI,3
290,25,183,19825,0.877074,0.122926,0.890088,0.109912,0.410694,0.589306,0.142396,0.020328,0.837276,9967,9858,CUNDINAMARCA,CHOCONTA,3
291,25,200,21102,0.882191,0.117809,0.898683,0.101317,0.45408,0.54592,0.114728,0.018245,0.867027,10417,10685,CUNDINAMARCA,COGUA,3
292,25,214,31868,0.904136,0.095864,0.907619,0.092381,0.515501,0.484499,0.084944,0.024319,0.890737,15619,16249,CUNDINAMARCA,COTA,3
293,25,224,7013,0.848567,0.151433,0.885071,0.114929,0.375303,0.624697,0.159989,0.019678,0.820334,3564,3449,CUNDINAMARCA,CUCUNUBA,0
294,25,245,22775,0.874072,0.125928,0.887069,0.112931,0.457256,0.542744,0.103139,0.014753,0.882108,11218,11557,CUNDINAMARCA,EL COLEGIO,3
295,25,260,21887,0.888975,0.111025,0.893544,0.106456,0.513044,0.486956,0.048887,0.012016,0.939096,11027,10860,CUNDINAMARCA,EL ROSAL,3
296,25,269,136041,0.890607,0.109393,0.898648,0.101352,0.499423,0.500577,0.101227,0.014312,0.884461,66527,69514,CUNDINAMARCA,FACATATIVA,3
297,25,281,5578,0.875224,0.124776,0.894407,0.105593,0.354428,0.645572,0.070635,0.008067,0.921298,2854,2724,CUNDINAMARCA,FOSCA,4
298,25,286,90854,0.899784,0.100216,0.905178,0.094822,0.515101,0.484899,0.070883,0.009697,0.91942,44107,46747,CUNDINAMARCA,FUNZA,3
299,25,290,134658,0.895008,0.104992,0.897904,0.102096,0.459646,0.540354,0.083367,0.009721,0.906912,64801,69857,CUNDINAMARCA,FUSAGASUGA,3
300,25,293,4378,0.859068,0.140932,0.875286,0.124714,0.257195,0.742805,0.134536,0.05048,0.814984,2286,2092,CUNDINAMARCA,GACHALA,0
301,25,295,16633,0.884206,0.115794,0.896771,0.103229,0.484639,0.515361,0.159622,0.002525,0.837852,8276,8357,CUNDINAMARCA,GACHANCIPA,3
302,25,297,8203,0.879191,0.120809,0.897964,0.102036,0.296599,0.703401,0.112398,0.004754,0.882848,4089,4114,CUNDINAMARCA,GACHETA,0
303,25,299,3055,0.884124,0.115876,0.893617,0.106383,0.329624,0.670376,0.148936,0.003273,0.847791,1561,1494,CUNDINAMARCA,GAMA,0
304,25,307,92903,0.884977,0.115023,0.893028,0.106972,0.473074,0.526926,0.084744,0.013164,0.902091,45015,47888,CUNDINAMARCA,GIRARDOT,3
305,25,312,6922,0.885149,0.114851,0.901329,0.098671,0.481653,0.518347,0.118896,0.009968,0.871136,3446,3476,CUNDINAMARCA,GRANADA,3
306,25,320,27571,0.874324,0.125676,0.892568,0.107432,0.394871,0.605129,0.077763,0.017954,0.904283,15269,12302,CUNDINAMARCA,GUADUAS,4
307,25,322,14992,0.886406,0.113594,0.907951,0.092049,0.526547,0.473453,0.114061,0.014608,0.871331,7510,7482,CUNDINAMARCA,GUASCA,3
308,25,372,5234,0.903707,0.096293,0.908101,0.091899,0.11005,0.88995,0.193924,0.00172,0.804356,2565,2669,CUNDINAMARCA,JUNIN,0
309,25,377,28501,0.914599,0.085401,0.916003,0.083997,0.519596,0.480404,0.089646,0.015298,0.895056,14018,14483,CUNDINAMARCA,LA CALERA,3
310,25,386,29452,0.879669,0.120331,0.887546,0.112454,0.506349,0.493651,0.168274,0.018742,0.812984,14761,14691,CUNDINAMARCA,LA MESA,3
311,25,398,5429,0.821882,0.178118,0.829803,0.170197,0.436729,0.563271,0.084178,0.002947,0.912875,2979,2450,CUNDINAMARCA,LA PE�A,4
312,25,402,13085,0.882919,0.117081,0.896293,0.103707,0.498051,0.501949,0.102102,0.012916,0.884983,6464,6621,CUNDINAMARCA,LA VEGA,3
313,25,407,9425,0.867586,0.132414,0.889867,0.110133,0.339523,0.660477,0.141963,0.009549,0.848488,4882,4543,CUNDINAMARCA,LENGUAZAQUE,0
314,25,426,6057,0.875021,0.124979,0.888724,0.111276,0.37791,0.62209,0.287931,0.011722,0.700347,3117,2940,CUNDINAMARCA,MACHETA,0
315,25,430,109696,0.883086,0.116914,0.893952,0.106048,0.514558,0.485442,0.096977,0.017585,0.885438,53980,55716,CUNDINAMARCA,MADRID,3
316,25,436,3354,0.858378,0.141622,0.906082,0.093918,0.339296,0.660704,0.07424,0.008348,0.917412,1712,1642,CUNDINAMARCA,MANTA,4
317,25,438,7281,0.846175,0.153825,0.86197,0.13803,0.383326,0.616674,0.069084,0.021426,0.90949,3831,3450,CUNDINAMARCA,MEDINA,4
318,25,473,128893,0.898784,0.101216,0.903928,0.096072,0.49808,0.50192,0.097492,0.025998,0.87651,63061,65832,CUNDINAMARCA,MOSQUERA,3
319,25,488,10555,0.568167,0.431833,0.574893,0.425107,0.27352,0.72648,0.038465,0.004737,0.956798,7126,3429,CUNDINAMARCA,NILO,2
320,25,489,3086,0.837654,0.162346,0.8558,0.1442,0.452366,0.547634,0.04245,0.001944,0.955606,1638,1448,CUNDINAMARCA,NIMAIMA,4
321,25,491,5211,0.896949,0.103051,0.901171,0.098829,0.460372,0.539628,0.168298,0.032048,0.799655,2692,2519,CUNDINAMARCA,NOCAIMA,3
322,25,506,4130,0.854479,0.145521,0.873608,0.126392,0.46247,0.53753,0.117918,0.058596,0.823487,2171,1959,CUNDINAMARCA,VENECIA,3
323,25,513,23726,0.862598,0.137402,0.884683,0.115317,0.390921,0.609079,0.110554,0.018334,0.871112,11728,11998,CUNDINAMARCA,PACHO,4
324,25,518,3865,0.830272,0.169728,0.846054,0.153946,0.326779,0.673221,0.099094,0.005433,0.895472,2061,1804,CUNDINAMARCA,PAIME,4
325,25,530,8043,0.843715,0.156285,0.865224,0.134776,0.409673,0.590327,0.099838,0.031207,0.868954,4137,3906,CUNDINAMARCA,PARATEBUENO,4
326,25,572,15019,0.832878,0.167122,0.840402,0.159598,0.363273,0.636727,0.119915,0.011519,0.868566,7668,7351,CUNDINAMARCA,PUERTO SALGAR,4
327,25,596,6114,0.839712,0.160288,0.855087,0.144913,0.392705,0.607295,0.243049,0.022735,0.734217,3293,2821,CUNDINAMARCA,QUIPILE,0
328,25,599,7533,0.864994,0.135006,0.879729,0.120271,0.410859,0.589141,0.125315,0.004513,0.870171,3867,3666,CUNDINAMARCA,APULO,3
329,25,645,10214,0.889759,0.110241,0.899158,0.100842,0.428627,0.571373,0.07431,0.001371,0.92432,5125,5089,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,3
330,25,649,7417,0.870163,0.129837,0.893353,0.106647,0.412431,0.587569,0.157611,0.022381,0.820008,3803,3614,CUNDINAMARCA,SAN BERNARDO,3
331,25,658,9644,0.870697,0.129303,0.877333,0.122667,0.445562,0.554438,0.051949,0.007777,0.940274,4764,4880,CUNDINAMARCA,SAN FRANCISCO,3
332,25,662,7547,0.853849,0.146151,0.860342,0.139658,0.399496,0.600504,0.072479,0.00795,0.919571,3850,3697,CUNDINAMARCA,SAN JUAN DE RIO SECO,4
333,25,718,9807,0.877638,0.122362,0.89018,0.10982,0.435811,0.564189,0.083002,0.013868,0.90313,5100,4707,CUNDINAMARCA,SASAIMA,3
334,25,736,11067,0.893467,0.106533,0.905756,0.094244,0.436704,0.563296,0.180537,0.011024,0.80844,5555,5512,CUNDINAMARCA,SESQUILE,3
335,25,740,32803,0.861659,0.138341,0.871353,0.128647,0.448008,0.551992,0.11185,0.025546,0.862604,16186,16617,CUNDINAMARCA,SIBATE,3
336,25,743,20581,0.87678,0.12322,0.889753,0.110247,0.440066,0.559934,0.179486,0.011127,0.809387,10377,10204,CUNDINAMARCA,SILVANIA,3
337,25,745,11526,0.871074,0.128926,0.883221,0.116779,0.409162,0.590838,0.187836,0.019434,0.792729,5579,5947,CUNDINAMARCA,SIMIJACA,3
338,25,754,645205,0.887639,0.112361,0.893899,0.106101,0.478267,0.521733,0.076346,0.014304,0.90935,313003,332202,CUNDINAMARCA,SOACHA,3
339,25,758,24838,0.912996,0.087004,0.91509,0.08491,0.529592,0.470408,0.084427,0.028907,0.886666,12154,12684,CUNDINAMARCA,SOPO,3
340,25,772,15401,0.879748,0.120252,0.892475,0.107525,0.491981,0.508019,0.074346,0.016298,0.909357,7645,7756,CUNDINAMARCA,SUESCA,3
341,25,785,20602,0.906757,0.093243,0.914377,0.085623,0.504514,0.495486,0.094651,0.011844,0.893505,10079,10523,CUNDINAMARCA,TABIO,3
342,25,793,6735,0.85657,0.14343,0.865627,0.134373,0.365108,0.634892,0.058055,0.001633,0.940312,3519,3216,CUNDINAMARCA,TAUSA,4
343,25,797,8072,0.875,0.125,0.890362,0.109638,0.478692,0.521308,0.15783,0.022919,0.819252,4138,3934,CUNDINAMARCA,TENA,3
344,25,799,20386,0.908074,0.091926,0.912293,0.087707,0.533651,0.466349,0.084077,0.030511,0.885412,10032,10354,CUNDINAMARCA,TENJO,3
345,25,807,2439,0.880279,0.119721,0.889709,0.110291,0.185322,0.814678,0.264453,0.0041,0.731447,1203,1236,CUNDINAMARCA,TIBIRITA,0
346,25,815,13649,0.858305,0.141695,0.880797,0.119203,0.416661,0.583339,0.102425,0.022126,0.875449,6839,6810,CUNDINAMARCA,TOCAIMA,3
347,25,817,39416,0.890222,0.109778,0.900244,0.099756,0.502486,0.497514,0.137026,0.015248,0.847727,19604,19812,CUNDINAMARCA,TOCANCIPA,3
348,25,823,3537,0.81227,0.18773,0.840826,0.159174,0.42946,0.57054,0.088493,0.024032,0.887475,1894,1643,CUNDINAMARCA,TOPAIPI,4
349,25,839,7583,0.821575,0.178425,0.835026,0.164974,0.352103,0.647897,0.062376,0.015957,0.921667,4051,3532,CUNDINAMARCA,UBALA,4
350,25,843,40001,0.882978,0.117022,0.894528,0.105472,0.455914,0.544086,0.109047,0.007125,0.883828,19447,20554,CUNDINAMARCA,UBATE,3
351,25,851,4032,0.826637,0.173363,0.843998,0.156002,0.414435,0.585565,0.120536,0.011409,0.868056,2104,1928,CUNDINAMARCA,UTICA,4
352,25,862,6063,0.835395,0.164605,0.853043,0.146957,0.3175,0.6825,0.029029,0.00066,0.970312,3181,2882,CUNDINAMARCA,VERGARA,4
353,25,871,1712,0.856893,0.143107,0.870327,0.129673,0.347547,0.652453,0.098715,0.049065,0.85222,886,826,CUNDINAMARCA,VILLAGOMEZ,4
